customer_id,age,gender,marital_status,education_level,region,employment_status,owns_home,has_auto_loan,annual_income,credit_score,credit_limit,tenure,card_type,num_transactions,avg_transaction_value,online_shopping_freq,reward_points_balance,travel_frequency,utility_payment_count,num_children,num_credit_cards,monthly_spend
65506389,27,female,single,bachelors,west,employed,0,1,35187.830303214025,743.223936582426,7801.2297987197935,2,gold,5,16.287610524486524,,4345.815912174933,2,3.0,0,8,1190.54
59120288,44,female,single,bachelors,midwest,student,0,0,16606.609747391354,661.8355343687828,3436.4308570769663,18,standard,3,33.77550817601337,10.0,2468.8263489739265,3,2.0,0,8,1108.71
53299800,65,male,married,bachelors,south,employed,0,1,41574.83842577793,680.8898512589219,9724.595825539214,9,standard,8,15.094231186272404,7.0,4976.114146234128,5,2.0,0,8,1174.06
16528871,71,female,married,high school,midwest,self-employed,0,1,33915.5569481409,718.6175346753471,8246.835489494119,0,standard,8,32.981081837357124,5.0,4899.6775991405775,3,3.0,0,8,1288.09
58522647,60,male,married,bachelors,west,student,0,1,45448.57906462951,671.4482579405171,12653.212954620849,11,standard,8,25.307280748763112,8.0,5173.141581543462,0,4.0,1,8,1216.05
13368838,71,male,married,graduate,south,unemployed,1,0,39135.267083799925,718.2191953879592,9776.004407223289,11,standard,10,26.619236796327517,10.0,5620.311414776274,2,4.0,0,8,1176.44
46620068,57,female,married,bachelors,midwest,student,1,0,62869.0379862251,722.3387607690336,15762.05816751906,18,gold,12,39.37184650904805,7.0,7282.143548103128,1,3.0,1,8,1970.45
32412938,56,female,married,bachelors,south,employed,0,0,21787.59701458921,776.0908340290307,6703.741132633207,6,gold,8,20.231409623774336,6.0,3315.1149809968547,5,3.0,1,8,1744.0
76651858,46,male,married,bachelors,west,self-employed,0,1,27307.86235072716,777.9213574105394,7246.883689459213,19,gold,5,31.24808263891802,4.0,3768.598596277885,4,4.0,0,8,1690.66
86525481,49,male,married,graduate,south,unemployed,0,1,34529.99808343743,678.3054410228722,8329.362736716486,4,standard,8,43.00216489769172,3.0,4376.803488612524,2,1.0,4,8,1469.87
87408141,19,female,single,bachelors,south,employed,0,1,84762.70178444254,623.680279473838,20392.128220857296,9,standard,5,36.37187698210062,14.0,9515.15726849314,1,5.0,0,8,853.07
77227341,23,male,single,bachelors,south,student,1,0,15601.357010627602,662.8511824674865,3424.3532515198885,17,standard,2,37.34005536972955,9.0,2594.1026588710483,3,4.0,0,8,1161.26
73814324,53,male,married,bachelors,northeast,student,1,1,22012.319951464397,645.9961043275115,4639.969416287572,15,standard,6,21.23413206456143,5.0,3308.145346387085,1,1.0,1,8,1557.7
81719312,39,male,married,,west,employed,0,0,141154.4811987052,674.5927148551625,34842.384602242164,17,gold,14,24.08704310021842,18.0,14822.856011113698,3,5.0,2,8,2421.45
58166266,33,male,single,graduate,midwest,employed,0,0,22571.107952424136,656.9106672774535,4737.554923728023,15,standard,9,32.233439559626355,6.0,3705.325208290883,3,0.0,2,8,1202.74
29547614,71,female,married,graduate,west,student,1,1,22298.98648188712,783.4340427212956,6330.772667747792,15,gold,7,101.1430709169628,7.0,2690.529305924325,1,2.0,0,8,1857.95
31102342,19,male,single,high school,midwest,employed,0,1,188285.29780540997,828.1276250895015,50877.79760987781,14,platinum,23,53.10336108434229,10.0,19404.92594674793,8,5.0,0,8,2286.87
30091550,62,male,married,bachelors,south,student,1,0,12479.194447179138,671.6252907972703,2729.9193688768205,9,standard,4,39.63246752252197,6.0,2302.6346214923497,1,3.0,0,8,1162.97
26234396,41,male,married,graduate,south,self-employed,1,0,110901.97020853,671.8253642114591,25751.065107560356,6,gold,15,44.09474299887104,3.0,12087.367258945796,5,5.0,1,8,2664.74
15086858,28,female,married,bachelors,northeast,self-employed,0,0,37434.5476216763,684.8424872168418,8524.816605740549,14,standard,14,24.507381004380964,1.0,4812.386411190061,1,4.0,3,8,2013.47
86664391,25,male,single,,midwest,self-employed,1,0,25786.868106052603,677.3274450111794,6332.613915762347,17,standard,12,29.276544971420456,3.0,3110.330955367404,0,1.0,0,8,1327.02
37646675,46,male,married,bachelors,northeast,self-employed,0,1,57371.41563671719,671.2799453219807,13572.142516063628,10,standard,7,18.45552097121945,7.0,7120.732390977354,4,6.0,2,8,1323.44
23113013,74,female,married,high school,northeast,self-employed,1,1,42180.48261882938,717.0421381414052,9716.881119647129,10,standard,14,45.4344669133367,3.0,5429.463755274212,1,2.0,0,8,1882.28
37646542,71,female,married,bachelors,west,self-employed,0,0,106540.34080378586,684.8070293144856,23463.077161129484,13,gold,27,50.98705894989402,8.0,12064.8854290877,3,6.0,3,8,3105.55
23916728,78,male,married,graduate,midwest,self-employed,0,1,44494.681374180574,739.9095200558019,11917.816349609688,18,gold,10,66.390054449405,8.0,5265.006215250618,3,4.0,1,8,2300.3
80609810,51,male,married,high school,west,self-employed,1,0,39442.72493246077,705.1966740288416,8330.968961138686,17,standard,11,57.38048248804401,5.0,5330.308068150952,3,4.0,0,8,1469.21
41966879,37,female,married,high school,midwest,employed,1,0,43406.3157898646,751.5918758514104,12106.91404715014,3,gold,10,38.79787931683909,8.0,5191.017399407785,4,1.0,4,8,2199.97
14538910,54,male,married,bachelors,west,student,0,0,65769.26580762866,761.988695595621,15562.005896864606,14,gold,13,33.431382668172176,6.0,7912.1582618599,5,3.0,1,8,1530.52
77493030,51,female,married,bachelors,south,unemployed,1,1,83374.55637142684,708.5172115617482,18491.549667117582,10,gold,12,28.53728677516352,10.0,9415.24503973923,3,9.0,1,8,2185.48
25079908,29,female,single,bachelors,west,unemployed,1,1,55436.66029422373,709.9084186882682,14477.345339173333,15,standard,12,18.894951820574068,11.0,7059.520755328316,5,4.0,0,8,1067.62
15399226,30,male,single,,south,employed,0,0,34642.63497376485,634.3040731684612,7963.032587668709,5,standard,6,15.728669933126088,3.0,4181.170074203892,1,5.0,1,8,1053.92
18802412,32,male,married,graduate,northeast,self-employed,0,1,88413.4253920687,675.0588447381857,16961.715353992702,1,standard,17,38.81582703215969,11.0,10263.814715209804,3,1.0,3,8,1669.79
71176650,50,female,married,bachelors,west,unemployed,1,0,36572.035212186616,739.5391084601811,7593.096909687599,19,gold,6,32.52383588984527,8.0,4442.882763244519,1,2.0,0,8,1911.38
33409141,68,male,married,high school,midwest,student,0,0,30631.76541009198,692.6814479574984,6700.693305006642,9,standard,5,21.464141385010016,,4437.803674190115,2,3.0,2,8,1290.0
61578536,75,male,married,bachelors,west,employed,0,0,33024.01132046528,672.0422872366833,8056.925897220082,13,standard,10,28.231353265761957,9.0,3985.895202195769,3,1.0,2,8,1667.33
51253048,46,male,married,bachelors,northeast,student,1,0,12616.032735296072,702.6531179619406,2834.1681903709414,3,standard,4,25.08433551827234,,2417.096806773557,3,6.0,1,8,1402.84
98246383,79,female,married,high school,south,unemployed,1,1,58465.33551137374,682.2629814468891,12902.680926154848,7,standard,13,43.62887924145936,5.0,6147.212674426073,2,4.0,2,8,2061.21
12302033,48,female,married,high school,west,student,1,1,109782.43618190172,646.6844402970623,20734.39561394197,17,standard,14,35.29582430644965,,11703.78789696846,5,1.0,1,8,1981.27
79747195,50,female,married,bachelors,south,self-employed,0,1,34555.24931504265,631.0152975997772,7531.627101028339,6,standard,2,18.948059620965086,8.0,3960.3198641619415,2,3.0,1,8,1359.96
69247944,79,female,married,high school,west,unemployed,1,1,29121.610753284163,717.0563313290954,6747.575303323852,10,standard,8,46.377610370252434,5.0,3994.236368829577,2,2.0,1,8,1460.59
99935856,27,female,single,bachelors,south,employed,1,0,79565.8918329135,701.2710081069955,17400.001033424367,4,gold,12,20.88012758044524,6.0,8691.08628234496,3,6.0,1,8,1353.45
14282038,58,female,married,graduate,midwest,employed,1,0,65820.09550864041,680.2867633872869,13470.167820798257,12,standard,7,18.288560567999017,9.0,7606.819581776034,1,1.0,1,8,1922.75
43839918,30,female,single,bachelors,west,unemployed,0,0,69929.75829732991,646.1424609075334,14510.195386877203,4,standard,10,30.020183299803595,8.0,8226.378764000847,1,5.0,2,8,1243.24
90360883,46,male,married,bachelors,midwest,student,1,1,118652.51632396,757.6558016806352,33666.497336957844,12,platinum,17,19.491704844857114,9.0,13071.426165030169,1,4.0,1,8,2297.25
19744630,21,female,single,graduate,midwest,self-employed,1,1,129431.81898127375,704.8696843455191,32120.72104019664,1,gold,15,30.714666610976607,8.0,13898.285812622247,5,4.0,1,8,1582.76
91149885,61,male,married,bachelors,west,student,0,1,83452.81549276355,680.3638083561715,17809.029918405624,13,standard,13,67.65247355620046,13.0,9373.308213642144,2,2.0,2,8,1963.29
58808859,36,female,married,bachelors,midwest,self-employed,1,0,34840.645208299706,764.5691608196098,8084.430355866959,4,gold,6,41.35923085128158,9.0,4384.159734321254,3,4.0,2,8,1833.42
39080778,74,male,married,graduate,west,employed,1,0,214264.3811442878,657.2112996541348,54423.380328561725,5,platinum,28,24.66593232973996,20.0,22243.393520808462,10,6.0,0,8,2490.56
82256640,42,male,married,bachelors,west,employed,0,1,32469.451043950605,584.454693814811,5010.112107749922,7,standard,9,30.43190063805896,7.0,4231.752449346855,4,4.0,1,8,1454.0
65829262,61,male,married,bachelors,midwest,employed,0,0,36395.20998645893,706.252101704491,7866.327610439978,14,standard,12,14.67706208108107,6.0,4443.581088449861,3,3.0,2,8,1661.06
61659486,37,male,married,graduate,west,unemployed,1,0,175992.18371274648,696.5088451537872,41480.3315094802,0,platinum,21,44.08614171427698,18.0,18800.598928848885,4,6.0,2,8,2842.87
50812708,18,male,married,high school,northeast,student,0,1,56010.39248670237,667.0452938567097,12136.880344605192,19,standard,13,30.66335478358175,5.0,6582.917291840447,3,4.0,1,8,1939.62
60798749,55,male,married,bachelors,midwest,self-employed,0,0,29813.40441693193,746.1906544989002,7582.969195605387,11,gold,15,46.86545677534331,7.0,3909.327163278123,6,0.0,4,8,2272.2
42514043,75,female,married,bachelors,west,self-employed,0,0,59825.49624381066,714.5165743613792,13274.55475792017,17,gold,24,25.13209937276786,5.0,6639.866314381929,1,2.0,1,8,1522.91
68372957,62,male,married,graduate,northeast,self-employed,1,0,14162.533404389971,572.1471578409835,2776.795808454749,9,standard,4,37.37505115413197,1.0,2432.3668091993186,2,3.0,0,8,1152.14
20193088,72,male,married,bachelors,midwest,employed,1,1,43899.59141027558,636.3707039724455,10315.619103736748,0,standard,14,50.24192363473382,6.0,4985.754357852518,4,1.0,2,8,1773.89
27339101,66,female,married,graduate,northeast,unemployed,0,0,8999.21371159312,702.0115028507073,1967.3882282400389,3,standard,6,27.881180117505483,6.0,2301.093751143116,2,1.0,2,8,1012.84
80826117,20,female,single,bachelors,west,self-employed,0,0,27175.361165176066,706.9070429241538,7496.781447767431,6,standard,7,28.398030617771425,6.0,3637.1289640568543,2,3.0,0,8,1239.95
18244761,54,male,married,graduate,midwest,student,1,0,40256.49286981504,666.844201817776,9904.91406967253,7,standard,10,46.37062191676056,5.0,4941.257446538217,5,1.0,1,8,1422.51
93943294,59,female,married,bachelors,west,employed,0,0,112043.32059160032,696.4630071173837,24913.36231428243,8,gold,14,63.217818116753854,4.0,12454.043611955663,3,6.0,1,8,1831.12
77816553,80,male,married,high school,west,student,0,1,59041.46905157011,676.1996429646005,13393.826099302643,6,standard,16,53.3055555088957,5.0,7054.34275139342,3,2.0,1,8,1566.84
80301939,73,female,married,bachelors,northeast,employed,1,0,45290.56286518601,668.7003391316728,10530.599064462662,10,standard,9,25.78977917290183,7.0,5785.322792902472,1,6.0,1,8,1292.56
86475885,63,male,married,bachelors,west,student,1,1,33011.97481511122,669.4109546963374,8119.631168230862,13,standard,9,21.474167565113248,,4645.387582614129,2,,0,8,1227.95
47451423,45,male,married,graduate,midwest,self-employed,0,1,9891.509155400472,690.9012728265124,2616.064995211868,7,standard,7,32.69079812697565,6.0,2486.2527532454847,1,1.0,1,8,1063.38
99314566,21,male,married,graduate,northeast,unemployed,1,0,139344.02754108995,697.251564300153,31687.38742331485,6,gold,15,21.08316098240016,13.0,14879.117902042812,4,2.0,2,8,1987.48
43951079,24,female,single,graduate,south,self-employed,0,0,45936.999855746726,762.4775234874043,12938.812817189806,17,gold,7,36.62149555222168,5.0,5674.490388309359,2,4.0,0,8,1688.1
28291730,66,female,married,bachelors,midwest,student,1,1,33689.697619789855,763.5250047417055,7829.28908244239,12,gold,8,30.72026339026102,9.0,4431.365599602676,2,1.0,0,8,1332.83
31570207,61,male,married,bachelors,midwest,student,0,1,37590.3383083205,757.6338870212751,9395.754025009795,19,gold,6,19.168989837509034,3.0,4883.816267008348,2,2.0,1,8,1518.63
61045944,32,female,married,graduate,west,employed,0,0,18638.518905337165,713.8784929782898,4127.447357765923,12,standard,14,82.82238798050197,5.0,2826.3750618088256,1,2.0,5,8,2173.57
61952074,33,female,married,graduate,northeast,self-employed,1,0,47533.63168220576,680.85569089058,11804.140888747495,2,standard,9,27.016905313338142,8.0,6204.9538631503965,1,7.0,1,8,1347.66
69185429,53,female,married,bachelors,south,self-employed,1,0,56897.84840547238,801.8307868676013,16758.093858306358,7,platinum,12,61.34775027716,7.0,6776.039371388874,1,2.0,0,8,1794.3
70666520,47,female,married,bachelors,south,self-employed,0,1,142607.16834306202,618.2001971503497,23302.501903719145,6,standard,17,33.227235716372974,15.0,15269.458275435423,7,9.0,2,8,2145.19
47619002,74,female,married,high school,northeast,student,1,1,68915.03445484713,718.327849061863,13476.766149313453,17,gold,15,8.974949506487254,6.0,8087.63214228023,3,6.0,0,8,1894.04
94841231,56,male,married,bachelors,west,employed,1,1,63768.86243081573,631.5748287565129,13017.352167392062,6,standard,11,20.830771844410627,10.0,7842.977544554308,4,4.0,1,8,1202.97
17984756,52,male,married,bachelors,northeast,employed,0,0,34683.07523570871,714.4112896430174,6960.217080598299,14,standard,7,30.094352104939468,6.0,4523.433553024427,3,3.0,3,8,1532.55
26987769,28,male,single,graduate,midwest,unemployed,0,0,92126.34241640702,802.8281849688908,22056.70549079761,11,platinum,11,40.23435685956975,7.0,10306.784505057332,6,3.0,1,8,1394.62
63117078,43,female,married,bachelors,west,employed,1,0,29233.31602973397,720.2031823825546,7339.02783821827,17,standard,5,49.4725570491617,5.0,4236.057310308636,2,4.0,2,8,1603.98
27166824,19,male,married,bachelors,midwest,student,0,0,11564.58569276935,739.2597518738231,2406.709887809504,16,standard,8,16.072008150708996,8.0,2388.331254704787,3,1.0,1,8,1273.1
39824626,44,female,married,high school,northeast,student,0,0,20136.96830417645,681.1959596451703,4631.050159128481,18,standard,7,46.52243397292055,4.0,3187.0817596700786,1,3.0,1,8,1445.08
90139169,54,female,married,graduate,northeast,unemployed,0,1,33296.00403802794,709.4392913273333,8921.436913302407,6,standard,8,43.66920737282729,5.0,4291.805134284303,3,2.0,1,8,1107.79
45497447,34,female,single,bachelors,northeast,employed,0,0,30966.77477546795,765.6448495843161,7671.996892218945,16,gold,14,33.2731496145235,10.0,4160.5733952845,1,2.0,2,8,1388.39
10115963,57,male,married,high school,west,unemployed,0,1,70684.36506791558,661.9275771479106,16076.23605928909,9,standard,6,40.02008852582392,11.0,8108.833118502464,2,4.0,1,8,1408.08
72177673,69,female,married,graduate,west,student,0,0,28142.658443070803,724.3476772602382,6411.581941376765,2,standard,10,51.03296492228237,10.0,3570.465918675299,2,5.0,2,8,1485.77
75281187,46,male,married,high school,west,self-employed,0,1,93203.5798508061,765.5030435295068,25287.631786665857,1,platinum,13,20.42595289313212,3.0,9913.062632668834,4,3.0,1,8,2172.55
30954777,36,male,married,bachelors,northeast,student,0,1,41511.69698214439,707.7672412901029,10009.161655104785,5,standard,8,65.69579231961985,6.0,5241.33372596108,1,4.0,0,8,1451.11
64390571,70,male,married,bachelors,west,unemployed,1,1,34757.43787828335,690.5086087470366,6509.053794325841,11,standard,8,22.755077466529265,9.0,4380.318742836304,3,,0,8,1561.61
25886131,74,male,married,high school,south,student,0,0,42213.54100481535,667.0304492772482,8378.772313016705,7,standard,11,61.62233566212885,7.0,5115.968798187479,2,2.0,0,8,1212.99
64672972,53,female,married,bachelors,west,self-employed,1,1,28637.25851259385,692.2086921144451,6409.193397374718,15,standard,1,23.93228469619025,4.0,4087.128710981023,3,1.0,1,8,1467.55
61102533,22,female,married,high school,northeast,student,1,0,137179.23080171586,634.1406581870326,23392.77641403615,1,standard,21,25.40672179855901,8.0,14689.56111949982,6,5.0,0,8,1957.92
45903121,78,male,married,high school,south,employed,1,1,14537.730652499891,696.1300864637312,3661.03102803779,13,standard,12,42.37992916900802,7.0,2455.5732797865294,3,3.0,2,8,2033.89
35324165,38,male,single,bachelors,south,employed,1,0,33143.72037115034,687.7791337172163,7170.61518104617,9,standard,14,59.38085682443636,7.0,4305.056425836703,3,2.0,2,8,1525.8
99497111,49,male,married,high school,south,student,1,0,115860.54394520498,659.6410345843008,24900.688548047277,1,gold,17,37.54045834253064,8.0,12226.996477190854,5,6.0,1,8,1629.64
76745810,74,male,married,bachelors,south,unemployed,0,1,45458.93718614252,730.0982475951109,12651.7997197629,15,gold,11,36.11716469165373,9.0,5342.229103880042,2,1.0,3,8,2134.25
21457167,45,female,married,bachelors,midwest,employed,1,1,50025.445353654846,636.0021504813001,10121.55401381656,15,standard,10,21.19665056586547,5.0,6017.449159371152,3,3.0,2,8,2016.46
58598556,73,male,married,graduate,south,student,0,1,100233.32280435844,820.0426288651684,31864.852839155217,18,platinum,17,21.989999232951487,13.0,11486.610264653744,3,4.0,1,8,1494.38
88957805,44,female,married,bachelors,south,unemployed,1,1,101151.6823767286,705.8272699454825,26244.47373242192,11,gold,18,31.355496608202404,14.0,11233.795117075317,2,4.0,3,8,2191.28
98349302,77,female,married,high school,south,self-employed,1,0,65612.21186928995,604.1711658632356,12179.172171975582,5,standard,8,57.28272670610423,7.0,7754.489780891044,2,1.0,0,8,1398.29
75941076,47,male,married,bachelors,northeast,self-employed,1,0,70061.12850753873,665.5942108580327,13174.24274065484,10,standard,16,33.18551748049942,6.0,7854.753993274151,5,5.0,1,8,1868.82
75661809,46,male,married,bachelors,west,self-employed,0,0,26293.42126145884,850.0,8265.52769144512,11,platinum,8,40.85691861863527,3.0,3726.574920248509,1,1.0,1,8,1746.03
22677214,32,female,married,bachelors,midwest,employed,0,0,46296.29120760277,768.8872624861407,12193.323046240628,13,gold,4,13.115512614508743,6.0,5140.729886784802,2,3.0,2,8,1679.73
96235524,78,female,married,bachelors,midwest,unemployed,1,1,99100.06396211567,674.7836297317775,23647.26305556642,11,gold,18,18.50647526172175,8.0,11286.845954886396,2,5.0,3,8,2242.65
55169541,57,female,married,graduate,west,self-employed,0,1,29428.47568665433,845.6872907480499,9810.846503702169,18,platinum,9,27.3713859643987,4.0,3660.024732879073,0,2.0,0,8,1779.96
18043139,69,female,married,bachelors,west,employed,1,1,49830.01300086176,788.5214715484362,12138.497597393,19,gold,15,52.65229767540552,6.0,5813.292163739359,5,1.0,1,8,2299.63
88614330,22,male,single,bachelors,midwest,self-employed,1,0,54057.18836672984,608.0608097357047,11285.948759958674,15,standard,10,10.819186615056788,9.0,6440.281603101199,4,3.0,0,8,1110.73
74347941,79,male,married,high school,midwest,student,1,0,57374.747878805865,743.0256746765766,16653.565592163075,19,gold,13,17.734782727808582,8.0,6404.027886522332,2,2.0,0,8,1363.76
94411537,18,male,married,high school,west,self-employed,1,1,21441.21679970504,825.7517184314586,5203.004409660151,1,gold,14,19.631465751259288,6.0,2976.183684507328,1,3.0,0,8,930.93
13788349,66,male,married,high school,midwest,employed,0,0,28319.586123729627,734.2088447423239,6635.441022332899,12,standard,8,46.01891381829503,,3914.452140975613,5,1.0,0,8,1412.95
16258579,49,female,married,bachelors,northeast,unemployed,1,0,74580.7356411037,712.024812018308,15822.035247256072,12,gold,9,18.523002193536584,10.0,8198.05791119949,1,2.0,1,8,1289.6
95062128,66,female,married,bachelors,midwest,employed,0,1,92422.19607457808,747.1399474524396,25917.07999420518,2,gold,13,43.22837258139904,8.0,10154.27708023242,4,1.0,2,8,2008.76
37048101,43,male,married,high school,midwest,self-employed,0,1,25179.385129347665,659.0857144067979,5172.746884912589,5,standard,7,56.79300059049334,6.0,3504.8220975703607,1,3.0,1,8,1154.51
42345485,34,female,married,graduate,south,employed,0,1,94887.66762609508,698.0868230290995,21508.71418006693,4,gold,16,35.93010516817319,16.0,10959.025180238812,9,4.0,1,8,1922.38
69229403,62,male,married,high school,northeast,employed,1,0,18643.237099209156,688.1252749449994,3748.952709243443,16,standard,4,74.78784840628187,2.0,3178.1475952862834,0,2.0,2,8,1508.71
89486070,54,female,married,bachelors,west,student,0,1,67184.42756861044,691.1015268219777,15583.816901847082,9,standard,8,23.809965101561605,12.0,7892.357398276198,6,1.0,2,8,1687.19
25560624,80,female,married,bachelors,midwest,unemployed,0,1,45852.85393913744,778.507484887652,11597.993681890812,3,gold,9,29.521665145377096,8.0,5573.762477581541,1,3.0,1,8,1181.73
73450643,71,female,married,bachelors,northeast,employed,0,1,27741.173307509693,737.233526417892,6835.084087736236,5,standard,5,27.211174547609417,6.0,3837.00765594369,2,2.0,0,8,1163.4
25489274,41,male,married,bachelors,west,employed,0,0,65274.17937784082,715.8566174517858,15300.163661124896,17,gold,7,37.3645171442079,10.0,7360.829289584214,5,3.0,3,8,2407.23
65640670,50,female,married,bachelors,south,employed,0,0,29590.42423196143,633.1390343360553,5864.802796653696,14,standard,4,44.623068936766494,12.0,4074.654059969407,1,1.0,3,8,1762.68
32985935,52,male,married,bachelors,west,unemployed,0,1,67436.16200591532,692.9879496375969,14848.57192372401,11,standard,14,43.83166011777796,11.0,7634.504470439033,1,0.0,3,8,1708.41
41148241,46,male,married,high school,northeast,self-employed,0,1,83346.58128162171,774.9417234619821,24696.67457728369,9,platinum,9,13.185023266141616,8.0,9111.726920991588,5,6.0,0,8,2036.8
65933258,38,female,single,graduate,south,employed,1,1,50161.29685251203,785.6313213166983,14885.157626158249,5,gold,12,32.91414839084984,7.0,5821.17845087807,1,,0,8,1621.86
93458132,32,female,married,bachelors,south,self-employed,1,0,65695.65836711977,663.1198210647925,16261.74560284117,5,standard,8,14.151634972675328,11.0,7432.451192474613,4,9.0,1,8,1991.99
83577327,21,female,single,high school,northeast,student,0,0,26020.280213342845,672.1724598042609,6635.880156461852,9,standard,9,56.67879290956769,7.0,3585.933791171828,2,3.0,0,8,804.12
88762693,23,male,single,bachelors,south,student,0,1,21002.27229380045,711.5796176535554,4132.171756652766,8,standard,5,14.538793703906746,6.0,3039.5388207428277,3,1.0,0,8,998.79
79056424,74,female,married,graduate,northeast,self-employed,1,0,105491.15657051234,579.4199291711254,19991.314636941795,16,standard,15,97.40712124160147,8.0,11426.883984581422,7,3.0,0,8,2134.47
50521924,56,female,married,bachelors,south,student,0,0,23947.573846194064,646.8643213180615,5879.8126242804055,18,standard,9,19.31603400242316,9.0,3352.3903096714043,1,1.0,0,8,1169.7
86338306,26,female,single,bachelors,northeast,self-employed,1,0,93729.14795008305,674.6724975616331,22340.18271392384,10,standard,16,16.72711422592881,10.0,10469.72333124109,3,4.0,2,8,1808.62
17996194,23,female,single,bachelors,west,employed,0,1,32004.03880832993,679.4253668798082,6785.348107525147,4,standard,5,45.47745310120906,5.0,4259.189742802501,0,2.0,0,8,502.91
73392653,48,male,married,graduate,south,unemployed,0,1,15241.659622146952,751.3730178478332,3790.233672704013,16,standard,4,42.28714073716418,6.0,2522.7274141260086,4,1.0,4,8,2056.62
73456758,48,female,married,graduate,west,employed,0,0,109620.0384070532,728.7518375601117,26926.68887721802,0,gold,16,35.175455863593015,7.0,12687.25589180894,1,5.0,5,8,2646.47
64399115,69,female,married,,northeast,self-employed,0,1,58580.6951834635,711.915317368762,13249.48956060277,3,standard,10,29.648834201750557,7.0,6722.433456724023,4,1.0,0,8,1660.56
15511668,20,female,single,bachelors,midwest,self-employed,1,1,13632.11589051982,701.2154353449173,2953.0545975595574,1,standard,8,25.98741465688549,5.0,2229.2392355058028,0,4.0,0,8,1463.34
77883092,33,female,married,bachelors,south,employed,0,1,27512.733717474697,633.9494415783696,5679.737214128638,2,standard,7,61.68900738133652,10.0,3803.684789444865,5,4.0,4,8,2028.42
41886132,18,male,single,bachelors,midwest,employed,1,1,65792.36745185113,696.0200685726082,15740.498315430845,18,standard,13,17.88844111479991,8.0,7616.424563100795,3,5.0,0,8,968.25
64511295,80,male,married,graduate,midwest,employed,1,0,56284.88925213216,689.6521915683754,9639.449551766076,9,standard,12,29.254223768077217,13.0,6789.793808824493,5,6.0,1,8,1654.0
64248311,63,male,married,bachelors,northeast,student,0,0,130519.1156849296,783.0861709814845,37331.59407670995,10,platinum,29,30.611772297803743,17.0,13923.688059270986,7,3.0,0,8,2463.82
99369593,35,male,married,bachelors,south,employed,1,0,34851.07156841726,809.4725944018705,9356.169737714605,16,gold,11,56.31133582754971,1.0,4457.793537077221,2,3.0,1,8,2280.47
89068686,57,female,married,high school,northeast,employed,1,1,33530.612744414815,713.2171794985846,9259.33187687874,0,standard,5,17.88687479831112,8.0,4391.385730029349,1,5.0,0,8,1087.84
23715463,57,male,married,bachelors,northeast,unemployed,1,1,41443.62053048308,710.2772078616807,10709.814092252418,16,standard,8,35.142830862642185,2.0,4919.428978815418,5,0.0,2,8,2123.55
15958805,80,male,married,bachelors,south,unemployed,0,0,200464.9063541765,778.6341077174104,46810.7663979077,0,platinum,17,126.0157009282183,18.0,21269.891835346854,7,9.0,0,8,2868.37
32555066,18,male,single,high school,south,student,1,1,44146.34689539384,775.7136871476239,10013.978833807138,3,gold,6,30.35757312913175,7.0,5139.509018133434,3,8.0,0,8,1439.4
48252034,67,female,married,bachelors,south,employed,1,0,45563.77323634799,706.0789723921766,9848.971711927255,10,standard,13,45.436301961130674,6.0,5116.832627580997,2,3.0,1,8,1561.49
63674340,28,male,single,bachelors,south,employed,1,0,30524.729693829755,762.8646979083828,8959.378872059367,12,gold,7,14.366603046916516,6.0,3878.3526322195703,1,0.0,0,8,1502.49
55851582,41,male,single,high school,northeast,employed,0,0,40746.76279866758,673.129291249938,10022.877412835014,16,standard,4,14.608713206889275,9.0,5063.226145499578,0,1.0,2,8,1120.3
59383003,45,female,married,bachelors,south,employed,0,1,114126.2091769002,708.9106525424056,30476.86643126048,4,gold,21,20.57598051495105,9.0,12788.851711262563,5,2.0,2,8,2008.78
84958528,75,male,married,bachelors,west,unemployed,0,0,18258.31155479336,687.8994188809078,3489.355714811584,6,standard,8,50.587578510869896,5.0,2939.0244466890917,4,4.0,0,8,1160.62
69724399,55,female,single,bachelors,west,self-employed,0,0,116584.6198007534,710.4977451868522,27325.61192822701,18,gold,16,70.24171072921456,10.0,12334.294228450448,3,3.0,0,8,1967.83
87519946,25,male,single,bachelors,west,student,0,1,28096.558072886943,668.126519399331,6472.091929203813,10,standard,10,14.479296291557596,7.0,4242.967021661968,1,2.0,0,8,977.76
55973845,23,male,single,high school,west,student,1,0,16181.07301884421,620.522735281312,3343.861896602757,19,standard,4,21.56275312076783,8.0,1954.961355829556,0,4.0,0,8,855.68
79027570,38,female,married,bachelors,midwest,self-employed,1,0,29867.01011852893,702.8968475398098,7312.558182631722,15,standard,12,21.587099661425743,4.0,3949.876305065869,2,1.0,4,8,1679.39
98929305,18,male,single,bachelors,south,student,0,1,98871.51406227384,687.9714317991501,20822.985999560748,5,gold,14,20.79625869170798,11.0,10595.630089729084,2,3.0,0,8,1341.73
94144442,42,female,married,graduate,northeast,unemployed,0,0,81037.4420344274,720.2097748742838,21363.310962539264,11,gold,16,24.54203011559116,12.0,9005.625587561137,7,2.0,2,8,2450.74
46552707,22,male,single,graduate,west,employed,1,0,28233.22545263645,773.7562363038036,7303.780013297447,13,gold,6,45.53905685525938,13.0,4186.236010376949,1,4.0,0,8,1745.95
