bedrooms,bathrooms,area,lot_size,floors,age,garage,fireplace,renovated,neighborhood,distance_city,price,price_hilo
6,5.0,4082,2381.0,1,15,0,0,0,1,2.1,1110736.0,1
4,4.0,2654,2883.0,2,48,1,1,0,0,13.04,736915.0,0
6,5.0,4217,4838.0,2,63,0,0,0,1,3.49,1143958.0,1
5,5.0,3932,6053.0,1,116,0,0,0,1,16.19,1038800.0,1
4,4.0,3256,3296.0,1,73,1,0,0,1,12.62,892683.0,1
3,3.0,1894,1907.0,1,60,1,0,0,1,1.88,723376.0,0
5,5.0,3820,3378.0,2,7,0,1,1,1,6.55,1100519.0,1
4,4.0,2689,2470.0,2,31,1,0,0,0,11.04,679376.0,0
4,4.0,3422,6094.0,1,68,1,1,0,1,2.76,1076997.0,1
4,4.0,2879,4440.0,2,107,1,0,1,0,17.2,809487.0,1
3,3.0,2777,1756.0,2,84,1,1,0,1,2.87,828827.0,1
4,4.0,2619,4327.0,1,110,0,1,0,1,9.65,765078.0,0
3,4.0,2588,7590.0,1,74,1,1,0,0,17.06,712859.0,0
3,3.5,2624,4141.0,2,52,1,0,0,0,11.0,723436.0,0
2,2.0,949,4100.0,1,14,1,0,0,0,13.8,373962.0,0
3,4.0,2297,5971.0,2,74,0,0,1,1,4.0,756147.0,0
5,5.0,3340,3190.0,2,122,1,0,0,1,2.4,927685.0,1
2,3.0,2065,5315.0,2,122,0,1,0,1,6.6,696294.0,0
4,4.0,2575,2578.0,2,18,1,0,0,1,3.6,863479.0,1
3,3.0,1952,1802.0,1,86,1,0,0,1,3.36,629126.0,0
3,4.0,2396,2121.0,1,115,1,0,0,0,15.82,646840.0,0
3,3.0,2412,5730.0,1,54,1,1,0,1,0.5,693491.0,0
1,2.0,1303,3313.0,2,34,1,1,0,0,16.62,436856.0,0
3,3.0,1940,3296.0,1,97,0,1,0,1,9.41,633438.0,0
4,5.0,3006,4491.0,1,15,1,0,1,1,2.6,954021.0,1
3,4.0,2858,2178.0,2,73,1,1,0,1,11.92,830649.0,1
2,2.0,1673,4005.0,1,77,1,0,0,1,6.93,538184.0,0
4,4.0,2557,4639.0,1,118,1,0,0,1,7.05,750578.0,0
5,5.0,4017,4038.0,2,99,1,1,0,0,13.29,995243.0,1
5,5.0,3269,4424.0,1,2,1,1,1,1,7.67,1009350.0,1
3,4.0,2358,3454.0,2,89,0,0,0,0,21.13,476909.0,0
4,4.0,3472,2359.0,2,11,0,0,0,0,21.07,805034.0,1
3,3.0,2487,13119.0,1,14,1,1,0,1,7.84,899758.0,1
4,4.5,2664,7447.0,2,25,0,1,0,0,15.06,776610.0,0
4,4.0,2364,1779.0,1,42,1,1,0,1,2.0,753067.0,0
3,4.0,1898,7750.0,1,51,1,1,0,1,2.58,657254.0,0
6,5.0,3717,4000.0,2,10,1,1,1,0,16.61,956180.0,1
4,4.5,2907,1731.0,3,42,1,0,0,1,12.34,767189.0,0
5,5.0,3009,1904.0,2,51,1,0,0,1,3.47,848730.0,1
6,5.0,3919,2506.0,2,111,1,1,0,1,10.22,1178532.0,1
3,3.5,2456,5263.0,1,110,1,0,0,1,2.41,761555.0,0
3,3.5,1420,1719.0,2,30,1,0,0,0,3.55,503934.0,0
5,5.0,3694,1890.0,3,77,1,0,0,1,3.35,987479.0,1
4,4.0,3054,4303.0,1,14,1,0,0,0,17.74,801018.0,1
1,1.0,600,5839.0,1,63,0,0,0,0,14.27,266224.0,0
3,3.5,2384,3200.0,1,59,0,0,0,1,12.76,700317.0,0
2,2.0,1468,12584.0,2,62,1,1,0,1,11.58,621781.0,0
3,3.0,2829,6085.0,2,67,1,1,0,1,7.34,794822.0,1
4,5.0,3449,4793.0,1,101,1,0,0,0,15.95,972098.0,1
5,5.0,4231,10608.0,1,25,1,0,0,0,16.5,1105639.0,1
3,3.5,1744,3392.0,1,7,1,1,1,0,21.13,543716.0,0
4,4.5,3902,1990.0,3,14,0,1,0,1,0.5,1089626.0,1
3,3.0,2071,4084.0,2,73,0,1,0,1,3.9,636228.0,0
4,4.0,3168,5315.0,2,25,1,0,0,1,11.9,928986.0,1
4,4.0,2999,7811.0,1,119,1,1,0,1,6.1,921355.0,1
5,5.0,3667,2671.0,3,78,1,0,0,1,5.81,1078632.0,1
5,5.0,3799,6193.0,1,108,1,0,0,1,6.94,1045410.0,1
2,3.0,2224,3055.0,1,24,1,0,0,0,20.86,652586.0,0
3,3.5,2685,4246.0,2,106,1,1,0,1,8.45,891118.0,1
4,4.5,2591,2798.0,2,29,0,1,0,1,2.74,800725.0,1
2,2.5,1616,3645.0,1,17,1,1,0,1,4.35,579656.0,0
4,4.5,3373,3072.0,2,24,1,1,0,0,11.08,833523.0,1
5,5.0,3722,4184.0,2,4,0,1,1,0,12.34,1050217.0,1
5,5.0,4283,1745.0,1,11,1,1,0,1,2.23,1182427.0,1
3,3.5,2384,3338.0,1,16,1,1,0,0,11.72,737238.0,0
3,3.5,2519,4014.0,1,21,1,1,0,1,3.79,849533.0,1
4,4.5,3252,5070.0,1,6,1,1,1,1,3.01,893170.0,1
1,1.0,657,2476.0,2,4,0,1,1,1,12.61,368299.0,0
4,4.5,2722,3126.0,2,36,0,1,0,1,11.49,723597.0,0
4,4.0,2663,2388.0,1,88,1,0,0,1,8.36,848840.0,1
2,2.0,1695,1679.0,2,91,0,0,0,1,4.26,523465.0,0
2,2.5,1207,5027.0,1,5,1,0,1,0,15.61,465492.0,0
5,5.0,4130,2913.0,2,120,1,1,0,1,10.56,1073695.0,1
4,4.0,2881,1766.0,1,68,0,0,0,1,4.06,884891.0,1
4,5.0,3137,2768.0,2,14,1,0,1,1,11.92,898106.0,1
5,5.0,3571,4794.0,3,34,1,1,0,0,16.6,919161.0,1
5,5.0,3830,1692.0,1,103,1,0,0,1,4.66,1059869.0,1
4,4.0,2554,1941.0,2,29,1,1,0,1,5.93,834979.0,1
2,2.0,1662,1968.0,2,49,1,1,0,1,7.22,615113.0,0
4,4.5,2849,6110.0,1,62,0,0,0,1,1.77,915621.0,1
5,5.0,3543,3355.0,2,35,1,0,0,1,6.39,1045207.0,1
5,5.0,4139,2435.0,1,124,1,1,0,0,11.64,1065860.0,1
4,4.5,2910,2493.0,2,19,1,0,0,0,17.43,736027.0,0
5,5.0,3704,2036.0,1,105,0,0,0,1,11.15,948663.0,1
3,4.0,2539,5132.0,1,48,1,0,1,1,4.64,811490.0,1
4,4.5,3708,3757.0,1,110,1,0,0,1,9.28,985837.0,1
3,3.0,2191,2093.0,3,27,1,1,0,1,6.47,678413.0,0
4,4.0,2151,2051.0,2,28,0,0,0,1,11.74,701879.0,0
2,2.0,1428,1702.0,2,73,1,1,1,1,7.51,469442.0,0
4,4.0,2753,1757.0,1,31,1,0,0,1,13.12,742244.0,0
4,5.0,4109,6868.0,1,28,1,1,0,0,18.15,1140623.0,1
3,3.0,2441,8240.0,2,109,1,0,0,1,6.93,793598.0,1
3,3.0,2920,1539.0,2,36,1,0,0,0,13.7,762107.0,0
3,3.0,2145,7849.0,1,8,1,0,1,0,11.87,658398.0,0
3,4.0,2397,5254.0,1,35,1,0,0,1,4.84,687365.0,0
4,4.5,3936,2033.0,1,15,1,1,0,0,17.38,1005261.0,1
1,1.0,883,4284.0,2,28,1,1,0,1,13.6,340255.0,0
4,4.0,2737,1544.0,1,20,1,0,0,0,23.03,715072.0,0
3,4.0,2158,1581.0,1,64,1,1,0,0,8.69,634936.0,0
3,3.5,2291,2882.0,1,29,1,1,0,1,8.7,789363.0,0
4,4.0,3405,6642.0,3,80,1,0,0,0,8.62,916863.0,1
3,3.5,2560,4319.0,2,56,1,0,0,1,3.6,796422.0,1
4,4.0,3234,3489.0,2,40,0,1,0,0,14.01,813747.0,1
2,2.0,1218,6430.0,2,37,1,1,0,1,5.55,434226.0,0
3,3.5,2080,1595.0,2,7,1,0,1,1,9.13,661201.0,0
2,2.0,1512,8424.0,1,92,0,0,0,1,2.63,546486.0,0
2,2.5,1619,2423.0,2,19,1,0,0,1,9.54,439942.0,0
5,5.0,4112,3061.0,1,77,1,1,0,1,12.13,1124263.0,1
3,3.5,2225,11882.0,1,114,1,1,0,1,9.2,769382.0,0
4,4.0,3270,2621.0,2,25,1,0,0,1,7.32,885294.0,1
6,5.0,4570,3604.0,1,22,0,0,1,1,2.39,1271365.0,1
3,3.0,2566,8980.0,2,9,1,1,1,1,4.29,722333.0,0
4,5.0,4085,5896.0,1,112,0,1,0,1,4.72,1152394.0,1
4,4.0,3370,3362.0,1,85,1,1,0,0,19.37,823369.0,1
4,5.0,3454,1949.0,1,25,1,0,0,0,8.28,921643.0,1
3,3.0,2770,1632.0,1,60,1,0,1,1,8.09,896936.0,1
4,4.5,3320,7404.0,1,8,1,1,1,1,10.55,915882.0,1
3,4.0,2278,3797.0,1,52,0,1,0,0,13.75,667712.0,0
5,5.0,3464,2644.0,2,36,1,0,0,1,7.14,957737.0,1
3,3.5,2485,2679.0,1,48,1,1,1,0,13.57,718788.0,0
2,3.0,840,3776.0,2,87,1,0,1,1,6.48,495974.0,0
3,3.5,2961,10321.0,1,86,1,0,0,1,7.62,860171.0,1
5,5.0,3350,1662.0,2,27,1,0,0,1,2.73,971157.0,1
4,4.0,2813,3200.0,2,104,1,1,0,1,0.5,880025.0,1
6,5.0,4500,2539.0,3,37,1,0,0,0,21.46,1025141.0,1
3,3.5,2729,2136.0,1,35,1,1,0,0,5.89,861861.0,1
4,5.0,2953,3127.0,2,4,1,0,1,1,9.16,820202.0,1
3,3.5,1994,5417.0,1,45,1,1,0,0,14.79,556142.0,0
3,4.0,2657,6992.0,2,59,1,1,0,1,10.05,859449.0,1
4,4.5,3478,5124.0,1,112,0,1,0,0,20.51,888757.0,1
4,4.5,2717,13793.0,1,58,1,1,0,1,1.51,1009346.0,1
2,2.0,879,6317.0,1,36,1,0,0,1,9.09,480427.0,0
3,3.0,2080,11345.0,1,23,1,0,0,0,6.51,695267.0,0
3,3.0,2341,7582.0,2,64,1,1,0,1,3.19,746418.0,0
3,3.0,1853,4927.0,1,76,1,0,0,1,12.15,577698.0,0
5,5.0,4122,2254.0,2,19,1,0,1,0,20.15,987672.0,1
2,2.0,2130,2275.0,2,29,1,0,0,1,11.8,619997.0,0
4,4.5,3045,4618.0,1,4,0,1,1,1,12.0,805022.0,1
3,3.5,2161,3305.0,1,4,1,0,1,1,10.46,609598.0,0
3,3.5,1881,3779.0,1,17,1,0,0,0,21.03,393415.0,0
3,3.5,2169,7009.0,2,99,1,0,0,1,9.65,579114.0,0
3,3.5,1742,6324.0,1,11,1,0,0,1,8.25,633745.0,0
4,4.0,3055,5178.0,2,62,1,0,0,0,18.81,819759.0,1
4,4.0,2558,13604.0,3,37,1,1,0,1,5.86,936086.0,1
6,5.0,3776,8362.0,1,38,1,1,0,0,17.71,939294.0,1
2,2.0,1678,4418.0,1,6,1,0,1,0,20.59,449027.0,0
3,3.0,2596,1658.0,2,56,0,1,0,1,3.92,748856.0,0
4,5.0,2728,1575.0,1,22,1,1,0,1,1.69,831881.0,1
2,2.0,2228,2686.0,1,14,1,0,0,0,26.22,461367.0,0
2,2.0,1861,2634.0,2,73,1,0,0,0,10.42,514360.0,0
4,4.0,3104,2753.0,1,95,0,0,0,1,2.34,880302.0,1
4,4.0,2616,5509.0,1,39,1,1,0,1,11.48,768868.0,0
5,5.0,4171,8426.0,1,89,0,0,0,1,3.16,1187372.0,1
3,3.0,2043,4093.0,1,115,1,0,0,1,11.25,623619.0,0
2,3.0,771,7235.0,2,91,1,0,0,1,5.29,397064.0,0
4,4.0,2269,12351.0,1,113,1,0,0,1,6.8,832252.0,1
4,4.0,3021,6188.0,2,38,1,0,1,0,9.27,825971.0,1
4,4.0,2718,17467.0,2,88,1,0,0,0,8.2,871538.0,1
4,4.0,3534,4220.0,1,30,1,0,0,0,24.35,891742.0,1
6,5.0,4501,5678.0,2,98,1,0,0,1,9.8,1189693.0,1
3,3.0,2433,3566.0,2,59,1,0,0,0,23.78,507267.0,0
3,3.0,1730,1816.0,2,16,1,1,0,0,17.61,461863.0,0
4,4.0,2818,4889.0,1,54,1,0,1,1,6.12,816954.0,1
5,5.0,4130,6550.0,1,45,1,0,0,0,14.11,960370.0,1
3,3.5,1764,2147.0,2,14,0,0,0,1,3.5,456509.0,0
2,3.0,2123,2958.0,1,86,0,1,0,1,8.76,624545.0,0
5,5.0,3892,2435.0,1,16,0,0,0,1,3.18,1051187.0,1
4,4.0,3749,5586.0,2,38,0,0,1,0,23.52,880251.0,1
3,3.0,1688,2716.0,1,25,1,1,0,0,12.44,423427.0,0
4,5.0,3769,6057.0,2,10,0,0,1,0,18.67,942121.0,1
4,4.5,2587,6773.0,2,81,1,1,0,0,6.83,797312.0,1
3,3.5,2465,2034.0,2,15,1,1,0,0,23.47,597545.0,0
3,3.0,2886,2560.0,1,25,1,1,1,1,5.87,766387.0,0
3,3.5,2288,5321.0,2,19,0,0,0,1,5.54,743570.0,0
3,3.0,2834,4862.0,2,32,1,1,0,1,4.14,826030.0,1
4,4.0,2083,3382.0,2,38,1,1,0,0,16.43,546200.0,0
2,2.5,1505,2608.0,2,87,1,0,0,1,8.4,668105.0,0
5,5.0,3422,2200.0,2,2,1,1,1,1,9.25,985595.0,1
2,2.0,1341,2054.0,1,34,0,1,0,0,9.59,453894.0,0
5,5.0,3548,2049.0,2,78,0,1,0,1,3.53,988032.0,1
3,3.0,1671,3394.0,2,99,1,0,0,1,12.72,551863.0,0
4,5.0,3088,4188.0,1,16,1,0,0,0,22.53,794551.0,1
5,5.0,3484,5637.0,2,17,1,1,0,1,3.59,965616.0,1
5,5.0,4264,6378.0,1,86,1,0,0,1,8.64,1276514.0,1
4,5.0,3768,3445.0,1,20,1,1,1,0,14.62,1009134.0,1
3,3.5,3000,3325.0,1,14,1,1,0,0,26.52,652346.0,0
3,3.0,2400,1862.0,1,21,1,0,0,1,9.41,674716.0,0
3,4.0,3020,2270.0,1,74,1,1,0,0,18.98,669203.0,0
4,4.0,3499,3061.0,1,95,0,1,0,0,16.34,901868.0,1
2,2.0,1370,2358.0,2,27,1,1,0,0,12.31,401624.0,0
4,4.0,2925,2656.0,1,28,1,1,0,1,10.93,786629.0,0
5,5.0,3424,9572.0,1,26,0,1,0,0,17.15,990568.0,1
6,5.0,4248,15611.0,1,114,0,0,0,1,2.83,1373284.0,1
1,1.5,1114,7288.0,1,108,0,0,0,1,9.13,477829.0,0
4,4.0,2975,5596.0,2,6,0,0,1,0,0.5,895425.0,1
3,3.0,2421,2049.0,1,13,1,0,0,0,12.34,695568.0,0
3,3.0,2041,9739.0,2,17,1,1,0,1,7.36,779246.0,0
3,3.5,2187,6824.0,1,31,0,0,0,0,19.32,692690.0,0
4,4.5,3137,2497.0,2,108,0,0,1,0,14.28,759406.0,0
4,4.5,2880,1595.0,1,9,1,1,1,0,10.46,810550.0,1
3,3.0,1876,6264.0,2,27,1,1,0,1,10.92,602907.0,0
2,3.0,1267,2603.0,2,103,0,0,0,1,7.47,496517.0,0
2,3.0,1637,6275.0,1,42,0,0,0,0,14.71,506392.0,0
4,5.0,3030,14028.0,3,53,1,1,0,0,14.8,992351.0,1
2,2.0,1530,3068.0,1,35,1,0,0,0,14.69,308918.0,0
5,5.0,4320,5282.0,1,37,1,1,0,1,5.23,1286073.0,1
4,4.0,2994,1518.0,1,13,1,1,0,1,7.36,956578.0,1
3,3.0,1827,1832.0,3,88,1,1,0,0,21.47,496639.0,0
1,1.0,667,4542.0,1,54,0,0,0,1,8.45,342907.0,0
4,4.0,3313,4744.0,2,33,1,1,0,0,14.5,831217.0,1
6,5.0,3961,5821.0,1,6,1,0,1,0,24.59,998160.0,1
3,3.0,2531,3850.0,1,113,1,1,0,0,12.57,650721.0,0
2,2.0,1008,2127.0,1,17,1,0,0,1,9.48,423683.0,0
3,3.0,2136,3459.0,3,21,1,0,0,1,11.05,663226.0,0
4,4.0,3466,6359.0,2,82,0,1,0,1,3.57,1028696.0,1
3,3.0,2602,11291.0,1,122,1,1,1,1,9.21,878427.0,1
3,3.5,2626,3327.0,1,21,1,1,0,1,7.12,802515.0,1
6,5.0,4460,4801.0,1,84,0,0,0,1,10.63,1103901.0,1
4,4.0,3158,1664.0,2,82,1,0,1,1,4.63,972373.0,1
3,3.5,2228,6319.0,1,8,1,1,1,1,2.05,915744.0,1
4,4.0,3350,4244.0,2,104,1,1,0,0,15.13,970465.0,1
1,1.5,600,8596.0,2,97,1,0,0,0,10.84,307927.0,0
1,1.0,805,2933.0,2,68,1,0,0,1,7.59,326656.0,0
2,2.5,1410,3347.0,1,2,0,0,1,1,8.48,506427.0,0
3,3.0,2210,2188.0,2,12,1,0,0,1,2.12,703399.0,0
2,2.5,2092,1653.0,1,73,1,0,0,1,8.65,585413.0,0
2,2.5,1339,2508.0,1,81,1,1,0,0,14.5,493896.0,0
3,4.0,3421,1877.0,1,34,1,1,0,1,2.78,901914.0,1
2,2.5,1643,2602.0,2,15,1,0,0,1,7.23,563250.0,0
2,2.5,1509,3774.0,2,99,1,0,0,1,9.37,634642.0,0
3,3.0,2415,3022.0,1,40,1,1,0,0,14.78,605904.0,0
5,5.0,3514,2213.0,2,71,1,1,0,1,9.4,1018160.0,1
1,1.5,661,9615.0,1,30,1,0,1,1,3.73,419777.0,0
5,5.0,3940,2706.0,2,6,1,0,1,0,15.75,966559.0,1
3,3.5,1798,2943.0,1,57,1,0,0,1,4.17,612120.0,0
2,2.0,1348,2529.0,2,95,1,0,0,0,18.28,372618.0,0
3,3.0,2147,3188.0,1,40,1,1,0,0,8.69,656872.0,0
4,4.0,3407,8672.0,2,95,1,0,1,1,7.83,998867.0,1
4,4.0,3371,2026.0,1,20,1,0,0,1,5.3,1000361.0,1
4,4.5,3129,4159.0,1,72,1,1,1,1,2.54,980660.0,1
2,2.0,1490,1550.0,1,68,1,0,0,1,4.53,468464.0,0
4,4.5,3348,1908.0,2,78,0,0,0,1,4.9,1023343.0,1
5,5.0,3716,4584.0,1,20,0,1,0,0,13.68,887069.0,1
2,2.5,1079,2710.0,2,39,1,1,0,1,0.5,466461.0,0
3,3.5,2671,9530.0,2,69,0,0,1,0,16.39,707702.0,0
4,4.0,2766,7502.0,2,96,0,0,1,1,9.85,811489.0,1
2,2.5,1595,2554.0,2,55,0,1,0,1,8.96,522512.0,0
3,3.0,1816,2812.0,1,66,0,0,0,0,16.22,440577.0,0
3,4.0,2793,3231.0,1,5,1,1,1,1,7.05,928043.0,1
4,4.5,2306,3091.0,1,84,1,1,0,1,15.36,682645.0,0
2,3.0,1255,4872.0,1,125,1,1,0,1,5.29,505860.0,0
3,3.0,2771,2567.0,1,46,0,0,1,1,3.74,811676.0,1
2,3.0,1840,1621.0,1,83,1,0,0,1,9.93,550307.0,0
4,5.0,2830,2520.0,1,10,0,1,1,1,7.23,912306.0,1
4,4.5,3297,6093.0,1,5,0,1,1,0,19.91,867334.0,1
3,4.0,2987,2867.0,2,104,0,0,0,1,1.36,789347.0,0
3,3.5,2154,6537.0,2,23,1,0,0,1,5.53,744226.0,0
5,5.0,3522,5349.0,2,57,1,1,1,1,12.16,1058876.0,1
4,4.5,3353,4072.0,1,15,0,0,1,1,7.34,917817.0,1
3,3.0,1822,2592.0,2,59,0,1,0,0,15.38,592992.0,0
5,5.0,3551,3867.0,2,121,1,1,0,0,23.75,819445.0,1
3,3.0,1726,5022.0,1,87,1,1,0,0,15.06,501244.0,0
2,2.5,1630,1825.0,2,36,1,0,0,0,26.58,395673.0,0
3,3.5,2061,2944.0,1,65,1,1,0,0,8.79,617062.0,0
4,4.0,3405,4590.0,2,24,1,0,0,1,3.13,975894.0,1
2,2.0,1692,2091.0,1,120,1,1,0,0,11.38,519106.0,0
3,3.5,2255,1536.0,1,61,1,0,0,0,14.02,634702.0,0
4,4.5,3161,2044.0,2,47,0,0,0,1,6.14,781335.0,0
3,4.0,2849,2639.0,2,74,1,0,0,0,23.01,649551.0,0
3,3.5,2686,2055.0,2,61,0,0,1,1,2.8,877224.0,1
5,5.0,3873,7659.0,1,97,0,0,0,1,5.59,1034509.0,1
3,4.0,2269,3857.0,1,37,1,0,0,0,5.39,694810.0,0
6,5.0,4010,9589.0,2,86,0,1,0,0,20.3,1080990.0,1
1,1.0,1366,3706.0,1,77,1,1,0,0,14.96,371292.0,0
4,4.0,3395,2231.0,2,120,1,1,0,1,8.45,922078.0,1
6,5.0,3253,3335.0,1,103,1,1,0,0,9.86,883850.0,1
5,5.0,3822,3995.0,2,120,0,1,0,0,10.84,983004.0,1
5,5.0,3700,4095.0,1,121,1,1,0,1,3.02,1032646.0,1
2,2.5,1980,2473.0,1,84,1,0,0,1,2.88,726448.0,0
4,4.0,3170,2249.0,1,60,0,1,0,0,11.26,744188.0,0
3,3.5,2601,4481.0,1,32,1,0,1,0,14.84,751729.0,0
5,5.0,4147,11824.0,2,91,0,1,0,1,2.24,1189328.0,1
4,4.0,3029,3916.0,1,22,1,0,0,1,3.12,824474.0,1
4,4.0,3011,1698.0,2,3,1,0,1,1,6.93,859098.0,1
6,5.0,3487,3295.0,1,37,1,0,0,0,10.35,995144.0,1
3,4.0,2644,9757.0,2,49,1,0,0,1,12.23,855305.0,1
3,3.0,2019,9457.0,1,42,0,0,0,1,4.18,630469.0,0
5,5.0,3433,3887.0,2,82,0,0,0,1,11.16,862207.0,1
6,5.0,4543,1854.0,2,27,1,0,0,1,10.85,1192096.0,1
5,5.0,3244,2980.0,1,102,1,1,0,1,14.57,850279.0,1
5,5.0,4036,2252.0,3,116,1,1,0,1,10.51,1110221.0,1
2,2.5,2141,2804.0,1,55,1,1,0,1,4.25,610474.0,0
4,5.0,3435,3065.0,1,74,0,1,0,1,5.47,975872.0,1
5,5.0,4027,4165.0,2,85,0,1,0,1,0.5,1092586.0,1
4,5.0,3184,2909.0,2,115,1,0,0,1,4.93,857035.0,1
3,3.0,1413,3148.0,2,118,1,0,0,1,9.53,485717.0,0
2,3.0,2348,2426.0,1,35,1,1,0,1,0.5,711098.0,0
4,4.0,3994,2703.0,2,68,0,1,0,1,4.33,1049608.0,1
5,5.0,3245,2583.0,2,39,1,1,0,1,3.07,938851.0,1
4,4.5,4142,4878.0,2,29,0,1,1,0,14.71,1048772.0,1
5,5.0,3475,1990.0,2,17,1,0,0,1,2.49,1047544.0,1
2,2.0,1295,2774.0,1,25,1,0,0,0,15.55,399298.0,0
4,4.5,2990,2080.0,1,5,1,1,1,1,3.56,865047.0,1
3,3.0,2269,2819.0,2,16,1,1,0,0,13.54,657371.0,0
4,4.0,3252,3981.0,3,6,1,1,1,0,20.34,898086.0,1
3,3.5,2041,3788.0,2,2,0,1,1,1,8.51,781087.0,0
5,5.0,3290,4326.0,1,51,0,1,0,1,9.21,915657.0,1
4,5.0,3117,2730.0,3,13,1,1,0,1,9.18,855629.0,1
4,4.0,2763,2533.0,1,24,0,1,0,0,14.09,685346.0,0
2,3.0,1723,1846.0,1,99,1,1,0,1,9.97,538914.0,0
3,3.0,2056,2874.0,2,117,1,0,0,0,11.87,555700.0,0
4,4.5,3633,10682.0,1,85,1,1,0,1,0.89,1116431.0,1
2,3.0,2159,5856.0,2,95,1,0,0,1,12.27,657129.0,0
4,4.0,3310,1644.0,3,64,1,0,0,1,3.31,894707.0,1
3,4.0,2255,3096.0,3,53,1,1,0,1,6.19,668973.0,0
3,3.0,2204,2044.0,2,75,1,0,0,1,2.82,751349.0,0
4,4.0,3019,1643.0,3,121,1,0,0,0,22.56,757366.0,0
3,3.0,2140,9806.0,2,12,1,1,0,1,7.6,711892.0,0
4,4.0,3030,2193.0,2,98,1,1,0,1,4.62,861215.0,1
3,3.0,2740,3237.0,2,49,0,1,0,1,6.01,796601.0,1
6,5.0,5141,2833.0,2,4,1,1,1,1,8.65,1321257.0,1
3,3.5,2672,3162.0,2,35,1,1,0,1,8.95,798718.0,1
5,5.0,3998,4395.0,2,36,1,0,0,1,12.11,1084545.0,1
3,3.5,2314,3518.0,1,93,1,0,0,1,11.12,717962.0,0
4,5.0,3156,7740.0,1,51,1,1,0,1,4.17,999404.0,1
3,3.0,1738,2738.0,1,68,1,1,0,0,20.23,471193.0,0
4,4.5,2878,2576.0,2,66,1,1,0,0,3.25,899954.0,1
5,5.0,4423,2018.0,1,9,1,1,1,1,6.22,1133763.0,1
5,5.0,3288,4217.0,2,111,1,1,0,1,9.45,1014893.0,1
5,5.0,4174,2605.0,1,13,1,1,0,1,9.09,1111208.0,1
3,3.0,2077,2144.0,1,79,1,0,0,1,5.0,623720.0,0
3,3.0,2041,1681.0,2,54,0,0,0,1,8.41,576743.0,0
5,5.0,4239,2103.0,1,34,1,0,0,0,23.81,984884.0,1
3,3.0,2216,2053.0,1,117,1,1,0,0,15.5,546614.0,0
4,4.0,3192,6903.0,2,56,1,1,0,0,19.3,784280.0,0
3,3.0,2046,6060.0,2,101,1,1,0,1,1.88,662976.0,0
2,2.0,1514,2190.0,2,100,1,1,0,1,2.77,585630.0,0
3,3.0,3147,3154.0,1,51,0,1,1,1,3.55,968086.0,1
5,5.0,3800,2943.0,1,65,1,1,0,1,3.91,1048644.0,1
3,3.5,2380,3520.0,1,32,1,0,0,0,18.6,697080.0,0
3,3.5,2180,3329.0,1,111,1,1,0,1,8.31,676084.0,0
3,4.0,2123,2321.0,2,103,1,0,0,1,3.63,582210.0,0
4,4.0,2925,2145.0,1,4,0,0,1,0,21.57,718414.0,0
3,3.5,2648,2874.0,2,73,1,0,0,1,9.55,774833.0,0
5,5.0,3189,1516.0,2,27,0,1,0,0,8.95,838012.0,1
3,3.0,3015,5515.0,2,2,1,0,1,1,11.31,907461.0,1
2,2.0,1662,2384.0,1,31,1,0,1,1,4.34,513274.0,0
3,3.0,1568,5313.0,2,23,1,1,0,1,7.85,589131.0,0
2,2.0,627,2354.0,2,45,1,0,0,1,4.3,373994.0,0
2,2.0,1407,9699.0,2,60,1,0,0,1,3.86,594388.0,0
2,2.0,1585,4102.0,2,25,0,0,1,1,9.55,592373.0,0
3,3.0,1942,4621.0,1,7,1,1,1,1,2.68,670920.0,0
4,4.5,2780,3316.0,3,38,1,0,0,0,16.1,725806.0,0
4,4.0,2882,2640.0,3,10,0,0,1,1,7.06,842185.0,1
2,2.5,1232,1561.0,1,64,1,0,0,1,9.88,306283.0,0
4,4.5,2725,2109.0,1,19,1,1,0,1,6.58,898066.0,1
3,3.0,2033,4444.0,2,45,1,1,0,0,14.92,612761.0,0
3,4.0,1619,2296.0,1,93,1,1,0,1,5.68,613124.0,0
4,4.0,3635,1941.0,1,8,1,1,1,0,21.01,919489.0,1
3,4.0,2404,2092.0,1,68,0,1,0,1,7.11,802110.0,1
4,5.0,3440,16394.0,1,28,1,0,0,1,9.44,1073266.0,1
2,2.0,1657,2174.0,1,13,1,1,0,0,15.17,362774.0,0
5,5.0,3953,3043.0,2,68,1,1,0,0,21.59,1002928.0,1
3,4.0,2731,3058.0,2,69,0,0,0,0,11.71,691240.0,0
4,4.0,3392,3198.0,1,17,0,1,1,1,3.66,939831.0,1
5,5.0,3710,9793.0,1,76,1,0,0,1,5.79,1056804.0,1
2,2.0,1540,1546.0,1,56,1,0,0,1,0.5,551230.0,0
4,4.0,3532,13734.0,2,21,0,1,0,0,14.89,1006738.0,1
1,1.5,1399,1568.0,2,39,0,0,0,1,6.0,357521.0,0
3,3.0,2074,6910.0,1,31,1,0,0,0,8.08,537785.0,0
5,5.0,3677,3756.0,3,38,0,0,1,1,7.85,1036129.0,1
5,5.0,3764,3211.0,2,63,0,0,1,0,22.73,899306.0,1
2,2.5,1356,5200.0,2,122,1,0,0,1,9.88,426797.0,0
5,5.0,3617,2731.0,2,88,1,0,0,0,17.08,827708.0,1
3,3.0,2091,3741.0,2,51,1,1,0,1,11.69,692027.0,0
