"reported_date_time","summary"
2021-03-02 00:01:00,"Long cyndrical object seen March 1 @ 17:01 on AA475 exactly same as Feb 21 sighting on AA2292"
2021-02-25 23:00:00,"I was outside saying bye to my fiance as he was going to work. I looked up, and the sky was beautiful, the clouds were stringy like. I"
2021-02-20 16:15:00,"Shiny UFO over Fort Payne"
2021-02-13 10:05:00,"Looking through my bedroom window, towards the North East, I saw a VERY bright light (brighter than any star I have ever seen) travelin"
2021-02-09 23:31:00,"White cylindrical object with trailing haze, bigger than our plane, pilots dont know what it is."
2021-01-17 04:00:00,"Was real close and silent"
2021-01-14 20:45:00,"I was driving down US-287 in Lafayette near the Baseline intersection and something shiny caught my eye in the sky. I continued trying"
2021-01-11 15:30:00,"Vertical hovering Cylindrical shape object seen in Rahway New Jersey."
2021-01-04 04:20:00,"2 groups of 3 to 6 bright orange cylindrical objects appearing and then disappearing as though they ""burned out""."
2021-12-21 03:00:00,"Light"
2021-12-17 04:30:00,"It did not look of this world"
2021-12-14 23:45:00,"Witnessed a large silver light in the sky along the horizon"
2021-11-18 01:00:00,"Went outside looked up there was a huge space craft floating in the air took off right away. All I seen after was a streak of light"
2021-10-09 02:00:00,"Red blue and green revolving lights moving in a straight line down and a quick 90 degree turn then vanished."
2021-10-03 04:53:00,"I had just pulled up to my place after running to the store and when I got out of my car I saw a extremely bright gold shining light th"
2021-09-18 03:00:00,"Diamond/Prism object, spinning on an axis. Lasted 7-9 minutes joined by darker than night mother ship and then another diamond Prism jo"
2021-09-09 00:48:00,"Diamond-shaped object with lights seen flying over Interstate 83."
2021-09-02 23:30:00,"Weird shaped craft flying low with an escort plane directly behind"
2021-08-31 03:00:00,"Walked outside.. didn't think much of it with stars & nighttime sorties near AFB.  But sat out there are what appeared as a star.. this"
2021-08-11 04:23:00,"Large diamond shimmering in sky"
2021-08-11 01:40:00,"Orange diamond formation"
2021-08-06 20:00:00,"On August 2nd I witnessed ufo 8 a.m. in the morning but couldnt take any pictures as it was traveling northeast because I was in a mee"
2021-06-06 04:00:00,"Since 6/6/21 I have seen what I thought to be stars because I see them in the same spot in the sky for days at a time. Then they will n"
2021-05-31 16:00:00,"Mass amount"
2021-05-25 22:27:00,"The object looked onyx black and was floating / flying along the mountain range and then when towards the mountains.  The object looked"
2021-04-23 09:45:00,"((NUFORC Note:  Rocket launch from Cape Canaveral.  PD))"
2021-03-18 07:00:00,"Small, star-like object appears in Oregon nighttime sky."
2021-03-07 04:50:00,"Bright unexplained light east of Kingston Illinois"
2021-02-16 16:30:00,"While outside I heard a very loud airplane like noise. The noise was loud enough to startle me and lasted 5-6 minutes. The object itsel"
2021-02-04 03:00:00,"Red lights  in diamond form with two lights below diamond.  Blinking and moving in a circle."
2021-01-07 23:49:00,"Diamond shaped bright light aircraft seen slowly moving"
2021-12-29 05:15:00,"static disk floating up and down emitting a redish hue from the top."
2021-12-14 22:45:00,"Accidental capture of disc-shaped UFO in photo"
2021-10-31 03:00:00,"Grey disk like craft no sound no lights moving around 300 feet altitude at high rate of speed westbound just 100 feet southerly of Gran"
2021-10-16 02:00:00,"Military base closes for day, UFO seen leaving base."
2021-10-11 02:00:00,"10/10/21 at 22:00 I saw a large lit up object only 50 above our car. Continued to keep flashing every minute until it slowed down."
2021-10-02 07:00:00,"Black disk shaped object seen as I was driving home after night shift work. Estimated it to be football field size from its perceived h"
2021-10-01 08:35:00,"I walked outside with my wife to smoke a cigarette and looked up as I always do, when I witnessed a white disk shaped object zoomed acr"
2021-09-27 19:15:00,"2 metallic discs hovering over school"
2021-09-27 21:30:00,"I was actually surfing just south of the Manhattan Beach pier & sitting on my board. There was an object that caught my eye. I thought"
2021-09-26 04:00:00,"7 disc shaped crafts one 2 separate occasions within a week seperated by 3 occurances on each night."
2021-09-19 10:00:00,"Strange round object with lights"
2021-09-19 07:30:00,"Flashing sphere moving in multiple directions i have a video"
2021-09-18 22:00:00,"Silver/chrome saucer. After the sighting I felt nauseas"
2021-09-12 05:11:00,"Black disc shaped craft with a row of bright red, blue and green bright lights around the disc hovered low and made no noise."
2021-09-11 21:15:00,"Orange saucer shaped. Looked as if it was lit from bottom. It was really moving, but appeared to hover and move up slightly. Then it go"
2021-09-07 20:00:00,"It was a lightly over cast day, it moved fast at times and seamed to appear and disappear at times in other areas."
2021-08-30 17:04:00,"Photographed something I can not explain 8/30/2021 NW of Roswell NM."
2021-08-20 23:58:00,"Salem, MA UFO sighting; by the power plant, in the same location as one before, 69 YEARS AGO!"
2021-08-20 05:30:00,"Stargazing with binoculars I saw a ship land on the mountain in front of my home"
2021-08-19 04:00:00,"Noticed bright light traveling at impossible speed and started to record"
2021-08-16 02:50:00,"Large metallic/reflective disk-like object flying low overhead, seemed to be following the direction of the nearby highway."
2021-08-03 03:25:00,"UFO disk shape seen on 8/2/2021, traveling at a fast rate, NW to E, 20:25 pm, 0ntario, California 91761, at the same time as ISS was pa"
2021-08-02 01:00:00,"2 Landed UFOS Surrounded By Military Footage LINK https://www.mufoncms.com/files_jeud8334j/117252_submitter_file1__8012021.mp4"
2021-07-24 02:03:00,"Black isosceles trapezoid shaped object moving across the sky, above the meadowbrook parkway, southbound. Red blinking lights on the bo"
2021-07-10 04:15:00,"Many UFOs gathering in the night sky above Sarasota. Noticed 1 on 7/10/2021 and the sky has been full of them since."
2021-07-04 23:23:00,"I was driving, it was daylight and the sky was blue and clear, my passenger and I were discussing time as we were late for our event, I"
2021-07-02 01:15:00,"White disk traveling east then immediately reversing direction along the same path."
2021-06-27 19:22:00,"Disc moving slowly overhead while sitting in our backyard."
2021-06-18 07:05:00,"Disc shape 5 man size lights approximately 15 feet above ground floating and movement forward and rearward air wave felt when crossed o"
2021-06-18 02:35:00,"I have been seeing something hover above my home so I set up my stealth trail cam facing the sky on an outside table."
2021-06-13 00:15:00,"Silent, slow moving saucer shaped object over Woodford, VT"
2021-06-05 23:00:00,"Silver disk disappears, or somehow became invisible while watching it."
2021-06-04 23:40:00,"Direct Contact: Stared at each other for three minutes before it took off"
2021-06-04 19:30:00,"I was driving to the post office when out of no where there is a small but bright flash in the clear blue sky around 2000ft away and ab"
2021-06-03 04:56:00,"Day time disk"
2021-06-03 02:23:00,"It was A clear night on June 2, 2021 approximately 9:23 PM I have a video of a spaceship in the sky and it beckons a round circular lig"
2021-05-30 03:46:00,"flying saucer with flashing lights hovering above us"
2021-05-29 03:00:00,"lights flashing on disc shaped aircraft caught on video"
2021-05-22 17:30:00,"Weird sighting"
2021-05-21 22:15:00,"Between 3AM and 3:30AM I was out walking the dog, I looked to the north Northwest towards the Portland area and saw a bright orange lig"
2021-05-16 17:42:00,"We observed a comet about 10 minutes before. We were fishing by the boat launch opening and looked up and say a line of lights. The li"
2021-05-16 05:30:00,"UFO in Star Idaho"
2021-05-15 16:50:00,"Animated looking green glowing flying saucer"
2021-05-13 03:00:00,"Saw 3 UFOs hovering above - looked like they were playing games flying around each other amongst the three saucers"
2021-05-09 20:30:00,"A silent disk went over me, my fiance and my son's head and out over the water of Clear Lake."
2021-05-08 02:45:00,"Saw disc with lights rotating like:::::: ""·· ·· ·· ··"" then in ""··· ··· ··· ···"" back down to 2, then 1, and gone."
2021-05-07 02:40:00,"ENORMOUS disc-shaped UFO with band of lights spotted 5/6/21 at 22:40 hovering over Lake Lanier (Gainesville, GA)"
2021-05-04 12:35:00,"Strange Gray Disk Hovering then shooting up and disappearing.."
2021-04-22 23:58:00,"Small silver/white disk shaped object traveling in excess of 2-300 mph south of Kingman AZ"
2021-04-17,"During the week off April 12, 2021- I saw a disk or saucer shape object in the North sky.It did have red and blue flashing lights-which"
2021-04-15 20:00:00,"Dull grey disk, flipping end over end, just below cloud ceiling."
2021-04-15,"Big, grey crescent shaped object in sky with multiple lights."
2021-04-06 00:25:00,"There was a flying saucer with flashing lights hovering and the quickly disappeared"
2021-04-05 06:30:00,"Disk, Gray Metallic color."
2021-04-03 21:38:00,"Blue UFO comes out of sky over San Leandro, California"
2021-03-16 09:22:00,"Disk with  bright lights going around it moving erratically and fast!"
2021-03-04 13:08:00,"Horizon of white lights going slowly with no sound and slowly turned vertical and then once it got horizontal it very quickly shot down"
2021-03-02 20:00:00,"I was on my way home on the bus from school and then I look out the window. I saw what seemed to be a flock of birds...but they weren't"
2021-03-01 05:00:00,"Bright disc descended behind flying rock mountain"
2021-02-27 05:18:00,"My fiance saw this on the way to a casino  on 1100 Canterbury road in shallows Minnesota on Feb 26 2021. Counted 9 bright blue lights i"
2021-02-27 03:16:00,"I was driving home from work, and saw green lights hovering off the side of the road, about level with the top of power lines."
2021-02-24 21:10:00,"My wife and I were in our backyard with our two toddlers, and my wife saw something in the sky at approximately 4:10pm eastern time.  S"
2021-02-21 03:00:00,"Hovering Saucer with 3 blue/white thruster looking lights. large and undeniably visible."
2021-02-20 01:50:00,"Far but looked like heat around a saucer."
2021-02-19 19:20:00,"2 sliver or titanium white crafts wiz by in the sky over the super 8 motel. Came to a dead stop and then shot of at unbelievable speeds"
2021-02-17 12:45:00,"70 saucer sat above my neighbors house."
2021-02-17 07:22:00,"Disc shaped object seen. It had small white lights circling around  it. It flashed for five seconds. Light,dark, light, dark pattern, a"
2021-02-09 00:47:00,"Saucer/disk shaped aircraft spotted just north of Lawtey, Florida"
2021-01-26 04:55:00,"The object was visible and showed extremely unusual flight patterns."
2021-01-25 17:50:00,"I saw a dark, shiny/reflective disc shaped object traveling overhead, rotating sporadically as it traveled from the SW the NE"
2021-01-19 06:15:00,"On 1/18/21 at approx 23:15 hours in Glendale, AZ, I was driving home from work when I noticed a large object hovering in front of me to"
2021-01-10 15:00:00,"Witnesses observed and photographed a silver disc-shaped object which maneuvered at high speed after hovering."
2021-01-10 15:00:00,"Witness and a buddy were taking a walk in the woods near his house saw and photographed disc."
2021-01-09 08:15:00,"Unlit saucer seen suspended in air"
2021-01-06 05:00:00,"They were like light blueish/ white circles moving in a figure 8 position repeatedly for a few hours."
2021-01-02 16:30:00,"When originally spotted it had red lights on that where in a saucer or disc shape. The object was moving left to right and stopping on"
2021-12-14 11:00:00,"Bright light blue/white eggs shaped"
2021-11-16 01:45:00,"very bright object moved west then moved straight back stayed"
2021-10-09 00:30:00,"I saw 5 orange lighted objects emerge from the tree line @ the end of my street. In a stagurd formation first 3, then 2 more followed."
2021-09-11 04:30:00,"Was sitting next to a little bawnfire talking and listening to music when I took a drink and looked up to see 5 small crafts flying in"
2021-06-26 17:32:00,"say a egg shaped craft fly over me and my friend"
2021-05-31 00:06:00,"This UAP object was travelling very slow from East to West. This happened directly over the MTA North Hollywood Station located at Lank"
2021-05-01 19:45:00,"UFO sighting from West Hollywood looking NE"
2021-04-22 17:00:00,"I can go or send anyone at anytime to this area and they will get proof because I believe this is a base and if anyone observes then su"
2021-03-16 02:00:00,"I will try to send a short video I got of it... Object moving quickly to the east of me headed south. No sound like a plane would have,"
2021-01-25 23:30:00,"White Orbs 50-100 in front of Saddleback Mountain in Trabuco Canyon CA"
2021-12-29 01:15:00,"Bright orange craft flying low and rapidly followed by a second one close behind"
2021-12-22 02:00:00,"Fireball"
2021-12-20 02:00:00,"Large sighting of orange lights moving and pulsating"
2021-12-16 03:00:00,"4 different sets of 10-20 fireballs traveling downward at a slow speed"
2021-12-15 20:15:00,"Fireball of green light, vertically descending then rapidly leveling to fly horizontally and disappearing like a light switch snapped"
2021-12-15 03:30:00,"I saw a green meteor like thing with a tail fall out of the sky"
2021-12-14 01:00:00,"3 fireball-type of objects ascending, traveling west to east and disappearing"
2021-12-09 06:00:00,"Red flame then got lighter and vanished"
2021-11-13 04:15:00,"Multiple fast traveling fireballs in the night sky."
2021-11-11 23:30:00,"2 Fireballs were stationery facing & hovering over LAFB the other 2 were off to the opposite side doing figure 8s & crossing each other"
2021-11-11 03:00:00,"Orange fireball sighted in Woodbury, CT"
2021-11-02 01:00:00,"A large fireball was observed in the middle distance"
2021-11-02 03:00:00,"Over 30 ufo seen over south tucson on nov 1st 2021"
2021-10-27,"Fireball appeared to expand and retract, darting multidirectionally for (+\-) 45 seconds."
2021-10-16 13:20:00,"Green ball of flame fizzles out over Wellton, Arizona."
2021-10-16 07:30:00,"Incredibly bright light(s) in sky, felt like 3 unknown shapes maybe orbs"
2021-10-16 01:00:00,"Fireball/Orb in Rainbow City AL"
2021-10-11 02:05:00,"Saw 4 green fireballs falling close together. They were extremely close like the distance an airplane isafter takeoff/before landing. ."
2021-10-09 03:00:00,"The object was round and it looked like an orb or fireball , it had green color to it like a weld spark. I saw it for about 5 seconds w"
2021-10-09 02:35:00,"1 bright reddish/orange glimmering light west of Union City, OK"
2021-10-01 02:49:00,"Maybe a meteor?"
2021-09-27 02:45:00,"Orange, looked like one large star, moved steadily across sky, Eastward direction, slowly disappeared into nothing."
2021-09-25 06:58:00,"Reddish Pink Bright Light Moving Over Downtown NE Minneapolis"
2021-09-23 03:30:00,"green ball of light descent"
2021-09-20 10:45:00,"Orange UFO"
2021-09-10 01:17:00,"Saw pulsing orb in sky followed by plasma/fireballs above my street"
2021-09-07 02:56:00,"Red orange fireball no sound heard. Unknown speed more like gradual gliding"
2021-09-06 02:00:00,"2 fire-like orbes circling in the sky"
2021-09-06 00:47:00,"A fire ball of an object appeared over my house. It was sitting in one place as I filmed it but began to move when the film started. It"
2021-09-03 01:00:00,"Pure white light flying in such a way that no earthly craft possibly could."
2021-09-01 03:35:00,"Orange ball of light heading east, fast, silent, then disappeared"
2021-08-30 01:00:00,"Bright white and red/orange lights flashing and darting around in the night sky. I watched it for about 40 minutes and took 2 videos wi"
2021-08-19 09:00:00,"The night of August 19th 2021 around 3:00 in the morning I look towards the ski base Santa Fe New Mexico and I saw a ball of light in t"
2021-08-19 01:40:00,"Green-light ball with a tail looks  like  a shadow was falling under 45 degrees for a 15-20! Seconds and disappears Was only one and do"
2021-08-18 00:55:00,"Three amber orbs floating over downtown Durham"
2021-08-04 05:00:00,"Sighted south of palo verde power plant in the buckeye hills area.

 Orange glowing balls all flying about the same hieght above grou"
2021-07-28 03:58:00,"First Possible Sighting of UFO: It began to move toward me!"
2021-07-24 03:00:00,"My sons were in the yard. They saw this gold- illuminated, flickering but not flashing, as if made of fire. No other lights....pure gol"
2021-07-16 09:40:00,"Silent Ball of Light going at fast speeds."
2021-07-15 03:00:00,"Bright orange fireball loiters for 4 hours over rural town."
2021-07-04 02:30:00,"I was sitting on my front porch facing the south, a bright light caught my eye.  I saw this fire ball that was emitting light like the"
2021-06-05 01:00:00,"Orange glowing orb that changed directions and was silent."
2021-06-03 00:30:00,"9 rockets out of North Florida?"
2021-05-30 03:20:00,"Fireball that turned into 3 cruising ufos"
2021-05-25 01:07:00,"UFO Spheres of Orange Lights spotted over ocean in Myrtle Beach, SC"
2021-05-23 07:54:00,"Bright subject seen in early morning hours"
2021-05-22 01:45:00,"drone launching pyrotechnics"
2021-05-17 04:20:00,"Early Monday morning, I was sitting on my deck looking north east that's  when I noticed a large red and orange ball of light just unde"
2021-05-07 10:30:00,"South toward the the Gulf of Mexico a comet like object traveling east to west, vertically with a very large tail, lighting up the sky."
2021-05-06 00:30:00,"3 yellow/orange fireball like lights traveling silently and following each other."
2021-05-05 04:56:00,"Fireballs in the night sky"
2021-05-04 01:15:00,"We saw a bright fireball in the sky that was very bright and moving slowly. Initially we thought it was a drone.

As it moved towards"
2021-05-02 09:00:00,"Ring Door Bell Recording UFO disappearing"
2021-05-02 02:00:00,"Fireball shape moving very fast through the sky. Did not have any sound. Seen moving in a straight line for about 20 seconds before dis"
2021-04-30 04:45:00,"Green flash, streak, fireball."
2021-04-30 03:39:00,"I was sitting outside looking to the east and homosassa Florida I saw a hot pink streak and as I watched it go across the sky it turned"
2021-04-29 03:46:00,"We saw what looked like a huge fireball in the sky. It looked very different than a falling star. It was a falling fireball. And then t"
2021-04-24 04:36:00,"Large, Silent, Fireball-like Objects Crossing over Field"
2021-04-24 00:55:00,"Bright orange fireball moving slow speed over trees, hovering and disappearing. Second encounter recorded, clear sky and moonlight."
2021-04-23 02:23:00,"Saw a steady pulsating fireball above that moved slowly away"
2021-04-21 01:00:00,"Ball of light fastly flashes/transport into a triangle, if they were 3 lighting up in triangle formation 1 blink per point at 1 time. A"
2021-04-12 07:00:00,"Seen a lot more in the past have very much encounters no reason to make things up April 2019 I've seen others I mention seeing fog Bank"
2021-04-10 01:59:00,"About 20 fireballs seemed to rise from ground in groups of 3-4 rising slow to the west. Then going east after the fire glow stops."
2021-04-10 00:30:00,"((NUFORC Note:  Witness provides no details about sighting.  PD))"
2021-04-03 03:38:00,"Greenish fireball streaking through sky at high velocity"
2021-03-30 15:30:00,"Hi this is real sigting i watched that and take the pictures, video they come from moon,red white yellow light ball they fly like so sc"
2021-03-26 04:15:00,"A bright ball to the right of mt hood (south west of here) coming closer and becoming brighter, 0.2 inches at arms length.  ((re-entry)"
2021-03-26 04:00:00,"Slow moving cluster of fireballs crossing from SW to NE over the Tri-Cities, WA.  ((Starlink satellites??))"
2021-03-26 04:00:00,"I have a live video I would like to submit."
2021-03-24 23:30:00,"I saw six fireballs of light in the sky strung like lights that moved with intent and intelligence.  ((Starlink satellites??))"
2021-03-23 06:30:00,"4 glowing red balls traveling east to west, no blinking, no noise, 2 witnesses"
2021-03-16 00:40:00,"it was in the sky , like how light fading away from fireworks looks like, it was a beam of red light horizontally and i turned my head"
2021-03-14 10:00:00,"Looking out at south east morning sky, I saw a bright white point of light with lit up trailing vapor ((Falcon 9 launch))"
2021-03-14 09:00:00,"This was a white fireball with large conical plume of white smoke and charged particles ((Falcon 9 launch.))"
2021-03-10 02:15:00,"3 bright orange lights flew over on the same trajectory.  From south west to northeast"
2021-03-02 02:45:00,"Bright, lime green fireball in the sky"
2021-02-28 01:00:00,"Very large falling & blue-white flaming ball falling into earth. So low it looked as if it was going to strike the ground. Huge & fast."
2021-02-22 00:55:00,"Approximate 6:55 pm, while driving northbound on Westgate Blvd from Davis Rd, my family and I saw a red/orange flaming large object in"
2021-02-14 11:57:00,"Two UFOs reported in pa"
2021-02-12 00:15:00,"Flying against air traffic norms in the area ."
2021-01-31 00:10:00,"Red balls in formation flying in the sky"
2021-01-28 01:30:00,"Orange glowing lights in the Estrella mountains"
2021-01-25 02:15:00,"The objects were a orange color leaning more towards the red side of a scale then yellow glowing brightly in a fireball/orb like shape."
2021-01-21 01:15:00,"Fireball in sky seemingly evades airplane then disappears"
2021-01-18 03:00:00,"Whole back yard lit up orange fiery sphere no more than 30 feet over head went north west to east really quick then just disappeared"
2021-01-15 21:00:00,"1600 fireball over Orlando Florida"
2021-01-10 05:32:00,"As I was going out to my car I grabbed what I needed shut the door and looked up at the sky and saw a huge Orange fireball but it didn'"
2021-01-09 02:30:00,"Firey UFO over Unincorporated Saint Peters"
2021-01-04 23:00:00,"Bluish/green fire ball"
2021-01-04 13:17:00,"Fireball seen over Safford Mine"
2021-01-02 01:28:00,"Large, orange fireball over Tampa, FL at 8:28 p.m. on Jan 1st"
2021-01-01 17:00:00,"Minutes after fireworks I had noticed an orange fireball in the sky. It was moving fast and it skipped speed a few times."
2021-01-01 03:30:00,"Pulsating orange orb in eastern sky"
2021-11-13 21:34:00,"Plusating White Light coming back from Beach"
2021-11-10 09:31:00,"Woke to take my dog for a walk at around 3:15 a.m. I tend to always look up at the nights sky asking to see something and as of this mo"
2021-10-27 22:56:00,"High altitude single ball of light appeared in the distant sky while on evening walk. N-NW in proximity to my location. Caught my atten"
2021-10-15 04:00:00,"A bright green light with a teal light trail fell from the sky in a curve for about 2-3 seconds before it disappeared from view."
2021-09-11 02:15:00,"2 Green Flashing Lights moving unbelievably fast"
2021-09-08 01:30:00,"Numerous Lights in Ocean Isle Beach"
2021-08-15,"trail of bright light flashes and disappears"
2021-08-08 01:48:00,"Curved streak across the sky at unbelievable speed"
2021-08-02 03:00:00,"I was driving and my boyfriend and I both just happened to look at the sky and saw a large what seemed to be close in the atmosphere ab"
2021-07-29 06:13:00,"Bright Blue light flashed in sky, left small smoke puff. No sound."
2021-07-16 02:45:00,"I was sitting on my sofa watching TV and the patio slider door was to my left.  In my peripheral vision, I saw a very large, yellow, br"
2021-07-08 10:16:00,"Military jet side swiped by bright light from cloud cover it"
2021-06-24 21:45:00,"Saw an extremely bright light late in the afternoon traveling at a very high altitude."
2021-05-27 06:30:00,"Driving home from vacation, saw yellow flash of light, light hovered in place, then took off."
2021-05-23 03:20:00,"The were in a straight line and by time I got my phone out they spread apart. I have pictures of when they split with my night camera."
2021-03-27 06:00:00,"White bright quick light"
2021-03-26 04:00:00,"There are currently 6 drones above tge Bay in Port Ludlow, we were outside looking at them when something moving horizontally flashed a"
2021-03-16 04:00:00,"3/15/21 in Mojave area fwy 14 or 58, close to Edward's military base. big red light flashing, thought was another tower, but it was too"
2021-03-02 09:00:00,"strobing red light moving slow then fast, witnessed by a police officer."
2021-02-28 21:30:00,"Driving down keene in west richland facing Rattlesnake mountain. I observed a metallic flash in the sky, almost as if a light was shine"
2021-02-17 09:30:00,"Flashing lights and eerie mechanical sounds"
2021-01-21 02:15:00,"Flickering lights in sky."
2021-01-17 13:30:00,"Strange flashing lights across the sky"
2021-01-05 12:15:00,"Colorful flash of lights out of nowhere"
2021-01-05 02:30:00,"I am submitting this to confirm other possible sighting reports about a flash of bright light (emanating around an even brighter white"
2021-12-25 01:15:00,"Four red lights, not flashing, traveling in a line north to south"
2021-12-15 04:30:00,"It was loud like rocket in a V shape."
2021-12-14 07:00:00,"Looking at the geminids and witnessed a formation"
2021-12-08,"my brother and i saw lights in formation that disappeared instantly"
2021-12-04 01:30:00,"me and siblings were at park when i spotted strange craft that looked hundreds of feet long and had lights going down it"
2021-11-18 00:45:00,"Formation pattern of 8 red objects."
2021-10-23 01:45:00,"colored light formation darting hovering over NY tristate"
2021-10-21 03:00:00,"I saw 7-9 lights flying in a v-formation."
2021-09-24 01:41:00,"I was fishing on the Rock River and noticed these weird lights that made no sound but we're extremely close and kept doing the same rot"
2021-09-19 01:00:00,"5 or more round and white objects with some sort of silvery elogated handle on top. They moved slowly in several directions, hovering o"
2021-09-17 02:00:00,"Strange circle formation of lights observed above Tucson, AZ hovering and moving northeast towards Oracle, AZ."
2021-09-11 01:13:00,"I witnessed a formation of circular lights moving all at once, in a slow pace"
2021-08-26 04:00:00,"I just happen to scan the sky as I often do and saw 4 lights in a triangle formation moving from West to east. As they grained altitude"
2021-07-22,"They came from the East in tight formation at first, grouped together, they were black circular objects yet shining due to the setting"
2021-07-11 02:00:00,"Strange Silent Orbs of Light in Formation"
2021-07-03 03:00:00,"3 ""stars"" in the sky descend vertically and to the left, passing above highway followed by 3 red lights in formation"
2021-06-08,"3 UFO'S flying above Staten Island home in Triangle Formation"
2021-05-29 04:20:00,"String of lights all in line equally spaced  heading south east . It looked exactly like a string of dim white Christmas lights going a"
2021-05-29 04:12:00,"continuous formation of white lights"
2021-05-28 04:30:00,"Multiple changing colored lights following a path"
2021-05-28 02:00:00,"3 bright white lights followed by a single bright light at a distance, all traveling at high speed"
2021-05-28 04:00:00,"A line of about 100 small lights traversed the sky in a single line and headed east.  ((Starlink satellites??))"
2021-05-28 01:30:00,"UFO SIGHTING"
2021-05-25 07:25:00,"I saw three strange lights moving very fast across the sky in formation but not perfect unison (separate objects)"
2021-05-23 03:30:00,"Saw 3 bright white lights in the sky in a stacked vertical formation.  They were flashing on and off in an irregular pattern."
2021-05-23 03:15:00,"Long line of lights"
2021-05-23 03:20:00,"Objects in a straight line formation. About 15 lights (not planes as they came too close to each other)"
2021-05-22 03:16:00,"We were outside to observe the ISS flying overhead flying from the NNW to the North and did observe it successfully. We then looked sou"
2021-05-19 07:23:00,"Large Orange cluster of orbs"
2021-05-17 01:30:00,"varying pattern of blinking lights VERY bright, shaped like an inverted question mark"
2021-05-16 17:00:00,"Formation of lights across the night sky in Portland"
2021-05-13 08:30:00,"5-9 tightly grouped objects in a line"
2021-05-10 01:30:00,"Flying line Formation of unidentifiable objects in clear sky"
2021-05-09 01:45:00,"Small lights circulating in a straight line, over and over"
2021-05-09 01:30:00,"string of lights roughly in line numbering more than 50 heading from roughly west then turning to the south"
2021-05-08 04:00:00,"At night, midnight sky. First saw 10-12 white lighted capsules moving across the sky in perfect formation. Moving in a straight line, s"
2021-05-08 01:30:00,"I was talking to my brother on my cell phone on my front porch with my wife. I looked up to the stars and off to the left I noticed doz"
2021-05-08 04:22:00,"We saw 50 unidentifiable flying objects approximately 8 miles above the standard landing flight pattern for the Bay Area."
2021-05-08 04:20:00,"A long formation of lights across the lower Northern sky, flying straight and evenly spaced that lasted for several minutes."
2021-05-07 05:00:00,"3 light up arrow shaped craft fly over us with no sound and almost ""cloaked"" around the rest of the sky"
2021-05-06 07:00:00,"Bishop, CA 20+ objects in straight, evenly spaced formation moving slowly west to east."
2021-05-07 01:45:00,"Massive String of lights in sky"
2021-05-07 02:38:00,"10 lights in a row with the same space between them moving at a high speed. Took pictures with cell phone."
2021-05-06 10:30:00,"A long single file group of approximately 25 to 30 objects moving from the northwest to southeast. The objects appeared like a medium s"
2021-05-06 11:45:00,"Formation of ten bright lights over Palm Springs"
2021-05-06 04:00:00,"I thought I was looking at Cassiopeia with its 'W' shape, then I released that it was a series of lights moving silently across the sky"
2021-05-06 04:30:00,"Very long, straight craft with string of bright lights on it seen moving slowly in night sky near Williams Arizona."
2021-05-06 03:58:00,"Weird string of lights"
2021-05-05 16:05:00,"We witnessed a straight line of approximately 25 white lights, (no flashing), traveling at a uniform speed and perfectly spaced. They a"
2021-05-05 16:15:00,"see above statement."
2021-05-05 02:58:00,"Looked like a string of white lights..solid."
2021-05-05 04:25:00,"A distinct, tight stream of colored lights (18+) in a straight line moving slowly across sky-definitely not planes-Never seen before"
2021-05-05 04:00:00,"Multiple lights that contracted then retracted into one then disappeared.  ((Starrlink satellites??))"
2021-05-04 11:30:00,"line of about 10 stars that were moving, the front one disappears and another appears on the back, sometimes stop and go"
2021-05-01 23:20:00,"My wife and I were sitting on the grass in the park overlooking the water of Lake Michigan at Montrose Harbor facing East. The sky was"
2021-04-21 01:30:00,"3 red bright light dots in line then form a triangle form and disappear in the sky"
2021-04-19 02:00:00,"My husband and I were UFO hunting from our yard on the nights of April 17 and 18, we were using 15x70 Celestron binoculars.  On the nig"
2021-04-16 05:16:00,"Dark colored formation of objects traveling from the south to north just north of Seattle. (APR 15 21:10:16PM)((Starlink satellites??))"
2021-04-15 02:15:00,"Fast moving v formation high in the night sky."
2021-04-12 04:01:00,"Odd shimmering lights over Midwest"
2021-04-10 03:45:00,"I saw 5-7 orange/red lights in a V shaped formation fly directly over my head.  ((Possibly Starlink satellites??))"
2021-04-08 02:02:00,"UFO seen  in Oklahoma.  ((Starlink satellites??))"
2021-04-07 02:40:00,"8-10 lights in what seemed to be in a perfectly spaced formation, as they disappeared across the sky."
2021-04-05 03:20:00,"Too round & bright to be a plane; it was quiet; moved slightly erractically; disappeared in a flash"
2021-03-31 10:35:00,"Cluster of three bright lights"
2021-03-26 04:00:00,"Formation of 8-10 arrowhead orange lights.  ((Starlink satellites))"
2021-03-26 04:00:00,"Slow moving formation of lights.  Looked like a combination between a massive freight train and a comet.  ((Falcon 9 re-entry??))"
2021-03-26 04:00:00,"V formation of 7-9 white orbs moving quickly beneath the moon"
2021-03-25 16:10:00,"White dots in a straight line going across the lake high in sky"
2021-03-22 00:35:00,"Red, green, white, and blue lights moving across sky in Annapolis, MD."
2021-03-14 10:12:00,"4 white lights"
2021-03-10,"March 9, 2021  At approximate between 1900 hrs and 1930 hrs today, my family and I saw several reds light orbs in the sky. I say they w"
2021-03-07 23:52:00,"Multiple objects moving within a formation with flash/reflection Some white. Some red."
2021-03-04 13:10:00,"String of lights.  ((Starlink satellites??))"
