"click","age","gender","device","browser","time_on_site","pages_visited","ad_position","ad_type","is_weekend","user_logged_in","past_click_rate","ad_relevance_score"
0,44,2,2,1,228,7,1,1,0,1,0.119,3
0,27,1,1,2,144,4,1,4,0,0,0.075,6
0,32,1,2,5,111,2,2,3,0,0,0.183,1
0,56,2,2,4,148,8,1,2,1,1,0.033,1
1,41,2,2,2,194,2,1,3,0,1,0.121,8
0,24,1,2,1,199,6,1,3,0,0,0.059,7
0,53,2,1,4,198,3,2,1,0,0,0.008,3
1,21,2,1,1,133,3,1,1,0,1,0.147,5
1,26,2,1,4,123,4,2,2,1,1,0.164,2
1,35,1,1,1,197,4,3,1,0,1,0.016,7
0,53,2,1,2,154,2,1,1,0,1,0.009,9
0,68,1,1,1,143,3,3,2,0,1,0.154,3
1,32,2,1,3,213,4,3,2,0,1,0.072,6
0,64,2,2,1,169,5,2,3,0,1,0.116,2
0,33,1,1,3,170,4,1,2,1,0,0.182,2
0,47,2,2,1,166,1,2,2,0,0,0.116,5
0,28,1,1,5,245,5,3,3,0,0,0.036,3
0,47,1,2,1,153,3,1,3,0,0,0.096,5
0,55,1,1,1,237,4,3,1,1,0,0.132,4
0,32,2,1,2,176,2,1,1,0,0,0.013,2
0,66,1,1,3,219,4,1,4,0,0,0.101,5
1,33,1,1,2,177,6,1,1,0,1,0.157,1
1,40,2,2,1,187,4,1,1,1,0,0.01,5
0,21,1,2,2,113,3,2,1,0,1,0.061,7
0,33,1,1,1,186,3,2,3,0,1,0.103,1
1,39,1,2,1,308,6,3,4,1,0,0.034,10
1,35,1,1,3,209,2,1,1,0,0,0.011,9
1,31,1,1,5,188,7,2,2,0,1,0.022,1
0,30,2,2,1,156,0,3,1,0,1,0.166,9
1,38,2,1,4,192,5,1,1,0,1,0.179,2
0,57,2,1,1,251,2,1,2,1,1,0.057,6
1,27,2,2,1,152,0,1,1,0,1,0.186,10
1,23,2,1,1,191,1,2,3,1,0,0.148,5
0,45,2,1,5,195,5,3,1,0,1,0.126,2
0,27,1,1,4,226,4,1,1,1,1,0.088,5
0,54,2,2,1,148,0,2,1,0,1,0.141,1
0,62,1,2,1,305,3,1,1,0,0,0.036,2
0,35,1,1,2,153,4,2,3,0,1,0.123,1
0,44,3,1,3,139,5,3,1,0,0,0.098,9
1,40,1,2,3,200,7,2,4,0,1,0.063,9
1,45,1,1,1,152,4,1,3,1,0,0.161,10
0,43,1,1,1,146,3,2,4,0,1,0.018,5
0,28,1,3,3,306,4,2,4,1,1,0.187,2
0,40,2,1,1,318,2,2,4,0,1,0.056,1
0,68,1,1,1,237,4,1,1,0,1,0.054,5
0,69,1,1,1,200,5,2,1,0,1,0.059,9
0,50,2,1,1,275,3,1,1,1,1,0.136,4
0,24,2,1,4,181,2,1,3,1,1,0.17,2
0,26,2,1,4,194,5,1,4,0,0,0.121,1
0,48,2,2,1,289,6,2,1,0,1,0.054,2
0,31,1,2,2,137,3,3,2,0,0,0.198,5
1,32,2,2,5,223,6,1,2,0,0,0.196,7
0,40,1,1,2,107,4,3,4,0,1,0.025,3
1,63,2,1,1,214,4,1,4,0,1,0.178,9
0,44,2,2,1,216,5,3,4,1,1,0.049,9
1,32,2,3,1,151,4,1,2,1,1,0.029,7
0,20,1,1,3,127,4,2,3,0,1,0.037,8
0,47,1,1,1,150,6,1,1,0,1,0.079,3
0,57,2,2,5,285,8,1,4,0,1,0.007,7
0,68,1,2,1,64,5,2,2,0,0,0.104,10
0,21,1,1,1,159,3,1,4,0,0,0.008,7
1,44,1,1,1,235,2,1,3,0,1,0.165,6
0,47,1,1,1,299,4,1,4,0,1,0.107,2
0,68,2,1,2,205,7,3,3,0,1,0.065,7
0,58,1,1,1,173,4,1,4,1,1,0.03,6
1,34,1,2,1,184,5,1,4,1,1,0.062,10
0,70,1,2,2,203,5,1,1,0,1,0.186,3
0,61,1,2,3,106,6,1,1,1,0,0.108,2
1,58,1,1,2,151,2,1,1,0,0,0.197,6
0,70,2,1,2,202,2,2,4,0,1,0.166,1
1,43,2,2,5,157,2,1,2,0,1,0.186,4
0,32,1,2,1,225,7,2,3,1,1,0.191,2
1,32,2,1,1,200,6,2,1,1,0,0.126,6
1,43,2,2,1,230,0,1,4,0,0,0.107,3
0,56,3,1,1,172,4,2,1,0,0,0.148,8
0,45,2,2,1,224,6,2,1,0,0,0.099,10
1,55,2,1,4,145,5,1,4,0,0,0.13,4
0,64,2,1,1,131,3,3,1,1,0,0.198,6
1,58,1,1,3,181,5,1,1,0,1,0.11,7
1,21,1,1,3,119,3,1,4,0,1,0.1,7
0,31,1,1,1,192,1,2,3,0,1,0.069,10
0,46,2,2,5,109,6,1,3,1,1,0.092,7
1,33,2,2,1,254,3,2,3,0,0,0.102,9
1,32,2,2,3,221,4,3,3,0,1,0.194,9
1,35,2,1,1,319,3,3,1,1,0,0.005,5
0,43,1,2,1,216,1,1,3,0,1,0.111,7
0,19,2,2,1,181,1,2,1,0,1,0.166,10
0,67,1,1,4,108,8,1,4,0,1,0.125,5
0,47,2,1,2,219,1,2,4,1,1,0.091,5
0,36,2,1,1,287,3,3,3,1,0,0.058,3
0,50,2,1,1,139,6,1,1,0,1,0.108,10
1,42,1,2,4,184,2,1,3,1,1,0.031,8
1,45,1,3,2,145,5,1,2,1,1,0,4
0,51,1,1,1,145,6,1,3,0,1,0.129,4
0,43,1,1,5,331,5,1,1,0,1,0.076,4
0,48,1,2,5,152,4,2,3,0,1,0.01,3
1,64,1,1,1,56,5,1,4,0,0,0.173,4
0,47,3,2,1,150,4,3,2,0,1,0.111,9
1,58,3,1,3,199,3,3,3,0,0,0.136,6
0,58,2,1,1,138,1,1,2,0,0,0.091,3
0,51,3,1,1,92,3,1,4,0,0,0.141,10
0,65,1,2,4,158,2,2,3,0,1,0.002,4
0,65,1,2,4,106,7,2,4,1,1,0.17,1
1,19,2,1,2,240,2,1,1,1,0,0.17,6
0,19,1,1,3,117,3,2,3,0,1,0.193,3
1,34,1,1,3,295,2,1,1,0,1,0.094,6
0,25,2,1,2,193,6,2,4,1,0,0.033,5
0,28,2,1,4,153,5,1,4,0,0,0.135,9
0,41,2,2,3,82,3,3,2,0,0,0.199,2
0,24,2,1,5,151,6,3,1,0,0,0.174,1
0,34,2,1,1,107,4,1,3,0,1,0.097,7
0,38,1,1,1,17,5,3,1,0,0,0.011,10
0,52,1,1,1,236,2,3,2,0,1,0.113,7
1,29,3,1,1,128,1,3,1,0,0,0.198,7
0,40,1,1,4,111,3,1,4,0,1,0.118,5
1,26,1,1,5,125,3,3,4,1,1,0.084,5
1,50,2,1,3,191,4,2,2,1,1,0.047,2
0,40,1,2,2,179,4,1,2,1,1,0.172,5
1,67,1,1,1,156,4,1,2,1,1,0.087,9
0,54,2,1,3,260,4,3,2,1,0,0.092,5
0,61,2,1,1,217,5,1,2,1,0,0.12,6
0,51,1,2,3,191,8,1,2,0,1,0.011,5
1,18,2,2,1,178,3,1,3,1,1,0.162,6
1,47,2,1,3,197,2,3,1,1,1,0.13,9
0,60,1,2,1,178,5,3,1,0,1,0.083,8
0,61,2,1,4,122,7,1,1,0,1,0.171,10
1,46,1,1,3,108,5,2,3,1,1,0.199,10
0,30,2,1,1,196,6,2,3,0,1,0.011,5
0,53,1,3,2,195,4,2,2,0,0,0.053,9
0,25,2,1,1,83,5,1,1,1,1,0.193,3
0,38,2,1,4,141,9,2,2,0,0,0.057,3
1,28,2,1,1,197,4,2,3,0,1,0.055,9
0,52,2,1,1,228,3,2,3,1,1,0.019,10
1,56,2,1,2,263,4,3,1,0,1,0.17,9
0,34,1,1,3,242,1,1,3,0,0,0.045,1
0,22,1,3,1,190,2,1,4,1,0,0.076,1
1,49,2,1,2,137,6,1,3,0,0,0.195,8
0,42,1,2,3,279,2,2,1,1,1,0.094,1
0,44,2,2,3,229,4,2,4,0,0,0.173,7
0,61,1,1,3,48,5,1,3,0,1,0.094,10
0,67,1,1,1,184,2,1,4,0,1,0.13,3
0,53,1,1,2,139,5,1,3,0,1,0.086,3
0,43,1,1,3,139,4,1,1,0,0,0.108,1
0,49,2,2,1,186,3,2,3,0,1,0.087,5
1,35,1,2,3,247,5,1,1,1,0,0.067,4
0,44,1,1,1,123,3,2,2,0,1,0.007,6
0,23,1,1,1,223,9,2,1,0,1,0.068,4
0,43,1,1,4,177,5,1,2,0,1,0.069,3
1,49,2,1,1,70,5,2,1,1,0,0.156,8
0,68,2,1,2,80,1,1,3,0,0,0.076,4
1,31,2,1,1,251,5,2,2,1,1,0.152,5
0,42,1,1,1,90,5,2,3,0,1,0.068,8
1,34,1,3,2,226,3,2,1,0,0,0.155,2
0,57,1,2,1,228,7,2,4,0,1,0.038,3
0,42,1,1,1,131,5,1,1,0,0,0.143,1
0,42,1,1,1,133,4,2,2,1,1,0.086,5
1,48,2,2,1,188,5,1,1,0,0,0.114,9
1,40,1,1,2,168,4,3,4,0,1,0.141,4
1,45,1,2,1,157,0,1,1,1,1,0.124,6
0,56,1,1,3,135,5,3,1,1,0,0.081,9
0,52,2,2,1,174,4,1,2,0,0,0.081,5
0,29,2,1,1,188,2,3,1,1,1,0.085,3
1,59,2,2,2,93,1,1,4,1,0,0.177,5
0,30,1,1,1,75,5,1,1,0,1,0.07,5
0,63,1,1,1,234,3,2,1,0,0,0,2
0,35,1,1,2,177,4,2,1,0,1,0.031,5
1,19,2,1,1,109,6,1,4,0,1,0.14,1
1,30,2,1,1,170,5,1,3,0,1,0.061,4
0,55,2,1,3,182,4,3,1,0,1,0.041,10
1,40,1,2,1,257,5,1,3,0,0,0.191,8
0,67,2,1,2,170,4,3,4,0,0,0.016,1
0,28,1,2,1,189,4,1,1,0,0,0.072,8
0,32,1,1,1,109,5,1,4,0,0,0.108,10
0,56,2,1,4,176,4,2,4,0,0,0.044,9
0,53,1,1,1,232,3,2,4,0,1,0.15,1
0,63,1,3,1,264,2,1,1,0,0,0.181,3
0,67,2,3,1,116,2,1,4,0,1,0.144,2
0,59,2,1,1,237,6,1,1,1,1,0.163,2
0,34,2,2,1,164,3,1,4,0,0,0.115,2
1,40,2,1,2,140,4,1,1,0,0,0.126,7
0,23,2,1,3,202,3,1,1,0,0,0.012,10
0,29,2,1,1,139,5,1,1,0,0,0.086,8
0,24,1,1,3,77,3,1,4,0,0,0.087,8
1,70,2,1,1,101,2,2,2,0,0,0.051,7
1,65,2,1,2,97,3,1,2,0,1,0.141,10
0,42,1,3,1,248,3,2,2,0,1,0.098,3
1,59,2,1,1,126,4,1,3,0,1,0.195,10
0,54,1,1,2,208,6,2,4,0,0,0.001,5
1,35,2,1,5,169,5,1,2,0,1,0.193,9
0,61,2,1,3,156,10,3,4,1,1,0.149,2
0,61,1,2,1,257,0,3,1,0,1,0.17,7
0,22,2,2,1,166,6,2,1,1,0,0.093,4
0,65,2,1,3,219,7,2,2,0,0,0.093,1
1,65,1,1,1,234,6,2,3,0,0,0.12,9
1,36,2,1,1,180,4,1,2,0,1,0.075,5
0,18,1,2,1,99,2,3,1,0,1,0.16,7
0,55,1,2,1,218,8,2,1,1,0,0.106,9
1,26,2,2,1,190,1,1,3,0,0,0.042,10
1,60,2,1,1,254,1,2,2,1,1,0.181,7
0,45,2,1,3,134,4,3,1,0,0,0.199,9
0,61,1,3,2,169,2,2,1,0,1,0.067,7
0,55,2,1,1,220,1,3,2,0,1,0.027,1
0,58,2,1,2,244,6,1,1,1,0,0.153,7
1,28,1,2,1,134,1,1,3,1,0,0.189,1
1,42,2,3,1,271,5,1,3,1,1,0.063,9
0,26,2,2,2,151,5,1,2,1,1,0.055,4
0,69,1,1,2,187,1,2,1,1,0,0.145,5
0,59,2,3,5,221,2,3,1,0,0,0.009,10
0,34,3,3,5,146,3,2,1,1,1,0.192,4
0,59,2,2,2,243,5,1,1,0,0,0.096,4
1,38,2,1,1,143,4,1,2,0,1,0.119,9
0,63,2,2,5,187,2,2,1,0,1,0.141,2
0,63,2,1,2,124,2,1,1,0,0,0.112,3
0,46,2,1,1,115,5,1,3,1,1,0.106,1
0,66,2,1,3,95,1,1,1,0,1,0.044,6
0,64,1,2,5,85,4,2,1,0,0,0.127,2
1,40,2,2,1,167,6,2,2,0,1,0.187,8
1,20,2,2,1,39,3,3,1,0,1,0.109,10
1,43,1,1,1,206,1,1,2,1,1,0.158,7
0,70,2,2,3,123,2,1,3,0,1,0.152,6
1,40,1,1,4,219,8,2,2,0,0,0.082,9
0,52,1,1,1,245,7,2,1,1,0,0.071,2
0,26,1,1,1,93,3,2,3,1,0,0.045,7
0,40,2,1,1,191,5,1,1,0,1,0.018,4
0,38,2,1,4,154,5,1,1,0,0,0.179,7
1,40,1,2,1,161,5,2,4,0,1,0.168,4
0,66,1,1,1,219,1,2,2,0,0,0.169,7
1,52,2,1,1,177,6,2,2,0,1,0.035,7
0,51,1,1,3,167,2,1,4,0,0,0.2,6
1,23,1,1,2,245,4,1,4,1,1,0.131,10
1,35,2,1,4,146,2,1,1,1,0,0.02,6
0,38,1,3,1,119,2,2,2,0,1,0.151,2
0,32,2,1,1,99,5,2,2,1,1,0.023,8
0,47,1,1,1,113,6,3,2,1,1,0.019,7
0,52,2,3,2,172,2,2,1,0,1,0.075,6
0,58,1,1,1,188,1,3,2,0,1,0.15,4
1,27,1,1,3,205,5,3,1,0,0,0.183,9
0,50,2,2,1,105,4,2,4,0,0,0.021,9
0,50,1,1,1,272,3,1,1,0,0,0.148,9
0,42,1,3,2,184,2,3,4,1,0,0.012,9
1,20,1,1,1,171,4,1,2,0,1,0.13,6
1,40,2,2,1,270,8,2,4,1,1,0.057,10
1,60,2,1,1,186,2,2,3,0,1,0.126,5
1,65,2,2,1,96,2,2,2,0,1,0.172,7
1,49,2,1,4,195,5,1,2,0,0,0.078,10
0,67,1,1,1,237,5,2,1,0,1,0.192,7
1,47,3,1,4,269,3,1,4,0,1,0.067,4
0,59,2,2,1,146,8,1,1,1,1,0.09,1
0,57,2,1,1,99,2,3,1,1,1,0.101,4
0,63,2,1,4,225,1,2,3,0,1,0.078,4
0,51,2,2,1,130,7,2,2,0,1,0.166,1
0,58,2,2,3,133,3,1,3,0,0,0.196,9
0,50,2,1,1,185,3,1,2,0,1,0.098,6
0,60,1,2,1,209,5,2,3,0,1,0.103,10
1,39,1,2,4,208,4,1,4,0,0,0.186,3
0,39,2,2,3,141,5,2,1,0,1,0.138,2
0,58,1,1,2,133,5,1,4,0,0,0.153,7
0,56,1,1,3,237,6,2,3,0,0,0.034,9
1,45,1,1,2,203,4,2,4,0,0,0.142,9
0,66,1,1,1,286,2,2,2,0,1,0.018,1
0,41,1,2,2,212,5,2,3,0,0,0.046,4
1,66,1,3,5,219,6,1,1,0,1,0.138,8
0,22,1,1,4,189,5,1,4,0,1,0.036,6
0,25,2,1,2,46,6,2,1,0,0,0.197,10
1,35,1,1,2,184,6,1,1,0,1,0.091,9
0,64,1,2,3,233,2,3,1,0,0,0.188,10
0,68,1,2,1,218,1,1,3,0,1,0.039,4
1,21,2,2,1,174,5,2,2,0,0,0.015,8
0,35,3,1,1,112,2,2,3,0,0,0.027,1
0,31,1,1,5,212,3,3,3,0,1,0.063,2
1,24,1,2,3,163,8,2,1,1,1,0.137,10
0,54,1,1,2,149,2,3,3,0,0,0.113,10
0,49,2,1,1,97,1,1,4,0,1,0.154,4
0,55,3,2,1,254,2,2,1,0,1,0.14,7
0,34,1,1,1,184,3,3,1,0,1,0.059,7
0,67,1,1,1,52,2,1,3,0,1,0.046,2
1,59,1,1,5,145,4,1,2,0,1,0.157,10
0,66,2,2,2,251,3,1,1,0,0,0.073,1
0,68,2,2,1,95,5,3,4,1,1,0.055,7
0,50,1,1,1,247,3,3,1,0,0,0.116,2
0,25,3,1,1,145,4,3,2,1,0,0.091,8
1,46,2,1,1,307,8,2,4,0,0,0.092,9
0,19,2,2,2,78,2,1,2,0,0,0.051,7
0,47,1,1,3,206,3,3,1,0,1,0.008,3
0,69,2,2,2,98,5,2,2,1,1,0.059,1
0,69,1,1,4,191,2,1,1,0,1,0.045,2
1,46,1,1,1,178,4,1,1,0,0,0.199,2
0,46,2,1,1,211,2,3,3,0,0,0.129,4
1,39,1,1,1,187,5,1,4,0,0,0.022,5
0,39,2,1,1,186,9,2,3,1,1,0.024,6
0,56,1,3,3,175,2,1,4,0,0,0.08,4
1,28,2,2,1,63,1,3,4,0,1,0.185,7
0,60,1,1,1,94,5,1,3,0,0,0.066,8
0,35,2,3,2,210,5,1,1,0,1,0.111,5
0,19,1,2,1,176,5,3,2,0,1,0.068,10
0,30,1,1,1,171,3,1,4,1,0,0.007,2
0,69,2,2,4,36,0,2,3,1,1,0.052,5
1,28,2,2,1,144,1,2,1,1,1,0.111,8
1,50,2,2,2,133,2,1,3,0,1,0.003,8
0,56,1,1,1,174,5,2,4,0,1,0.153,8
1,34,1,1,1,153,3,3,2,0,1,0.081,9
0,37,1,1,3,207,3,1,1,1,1,0.041,1
1,35,2,1,2,125,5,1,1,0,0,0.158,3
1,58,2,2,1,173,4,2,3,0,1,0.131,6
0,25,1,2,1,229,2,1,3,0,1,0.183,8
0,22,1,3,1,129,8,1,1,0,0,0.092,5
0,37,1,2,5,223,3,3,1,1,1,0.089,9
1,29,1,1,2,254,4,2,1,1,0,0.056,6
0,52,2,1,2,215,8,1,4,0,1,0.056,6
1,65,2,2,2,96,5,1,2,0,1,0.153,10
0,54,1,1,1,328,6,3,3,0,1,0.198,5
1,32,2,1,1,200,1,2,2,0,1,0.131,2
0,69,2,1,1,189,4,1,1,0,0,0.196,4
0,32,2,2,1,105,2,3,1,0,1,0.153,4
1,52,1,1,1,180,2,1,3,0,1,0.094,9
0,63,1,2,3,175,2,3,1,1,0,0.111,9
0,55,2,2,2,147,1,1,4,0,1,0.102,4
0,59,2,1,3,246,3,1,1,0,0,0.15,3
1,29,2,1,4,69,2,2,4,0,1,0.172,8
0,40,1,1,5,188,4,3,3,0,1,0.153,9
0,20,2,2,1,249,5,1,1,0,1,0.035,6
0,34,1,1,2,280,5,1,1,0,1,0.197,5
0,37,1,1,2,216,5,2,2,0,0,0.153,1
0,63,2,1,1,127,3,1,1,0,0,0.018,6
1,55,2,3,2,186,5,2,1,0,1,0.111,6
0,62,1,1,2,270,8,1,2,0,1,0.198,3
0,19,1,1,4,136,3,3,1,0,0,0.121,4
0,44,1,2,1,142,1,2,3,1,1,0.164,2
0,26,2,2,1,148,6,1,1,0,1,0.068,5
0,64,1,1,3,87,7,1,4,0,0,0.2,4
1,43,2,2,1,222,5,1,1,1,1,0.032,5
0,48,1,1,1,224,4,1,4,0,1,0.064,6
0,27,3,1,1,247,4,2,1,1,1,0.04,4
0,45,1,1,2,222,5,2,3,0,1,0.026,6
0,70,1,1,1,190,3,3,1,1,1,0.089,5
0,46,2,2,4,286,4,1,1,1,1,0.084,9
0,45,1,1,3,90,2,2,2,1,1,0.023,7
1,52,2,3,1,158,8,2,4,0,1,0.034,5
0,44,2,2,1,211,4,2,1,0,1,0.15,8
0,27,1,1,1,187,4,1,4,0,0,0.114,5
1,37,2,1,2,97,2,1,1,0,1,0.191,3
0,58,2,1,2,188,5,1,4,1,1,0.139,5
0,31,2,1,1,200,0,3,4,1,1,0.193,6
1,36,2,1,2,212,1,1,1,0,1,0.131,4
0,54,3,1,4,265,3,1,1,0,0,0.079,2
0,31,1,1,1,101,1,1,1,0,0,0.058,1
0,53,2,3,2,275,4,1,1,0,1,0.052,6
0,34,1,1,1,179,2,1,3,1,1,0.145,3
0,51,1,2,4,157,5,2,3,0,0,0.166,3
0,21,1,1,5,142,3,3,1,0,1,0.103,4
0,45,2,1,1,165,4,2,1,1,0,0.097,4
1,45,1,1,3,154,2,3,4,0,1,0.175,3
0,57,1,2,2,183,4,2,3,1,0,0.11,6
0,46,2,1,1,148,7,1,1,0,1,0.085,2
1,52,1,1,2,227,6,1,2,0,0,0.02,8
1,44,1,1,1,174,3,3,1,1,1,0.175,10
0,22,2,1,1,106,5,1,1,0,0,0.014,1
0,22,1,1,2,163,6,1,4,0,0,0.005,1
0,53,2,2,1,239,7,1,1,1,1,0.068,10
0,49,2,2,3,220,5,2,1,1,1,0.126,2
1,38,2,1,4,209,3,2,1,0,1,0.174,9
0,54,2,1,1,215,3,1,1,1,1,0.128,10
0,18,2,1,1,71,3,2,1,0,1,0.193,3
1,27,2,1,1,96,2,1,2,0,0,0.108,6
1,34,2,1,2,113,8,1,1,0,0,0.062,10
0,43,1,3,2,165,4,2,3,0,1,0.131,7
0,70,1,3,3,135,2,1,2,0,1,0.076,7
0,18,1,2,1,186,5,1,2,0,1,0.03,7
0,59,2,2,4,207,7,1,4,0,1,0.078,9
1,26,1,1,1,93,1,2,1,0,1,0.066,8
0,62,2,2,4,113,6,3,2,0,1,0.114,8
1,29,2,2,4,198,3,1,1,1,0,0.049,9
0,19,1,1,1,208,6,1,1,0,1,0.121,2
0,58,2,2,4,130,4,1,4,0,1,0.128,8
0,18,1,1,4,193,7,1,4,0,0,0.048,3
0,54,1,1,1,160,3,1,2,0,0,0.07,2
0,70,1,1,1,206,4,2,1,0,1,0.125,2
0,63,2,1,3,270,6,2,2,1,1,0.098,10
1,37,1,1,1,180,3,3,1,1,1,0.142,1
0,40,2,1,1,152,6,1,2,1,1,0.043,1
0,50,1,1,1,162,9,3,1,1,1,0.041,3
1,66,2,1,1,184,2,1,4,0,1,0.185,2
0,32,1,2,4,164,2,1,4,0,0,0.024,4
0,35,1,1,1,234,4,1,1,0,1,0.135,3
1,66,2,1,2,186,3,1,1,0,1,0.105,5
0,63,3,1,1,176,4,2,1,0,1,0.04,8
0,21,1,3,1,158,2,2,2,0,1,0.089,1
0,66,1,1,2,236,5,2,1,0,1,0.076,2
0,40,1,1,1,218,3,1,1,0,0,0.106,2
0,22,1,2,1,136,6,1,2,1,1,0.155,2
0,34,2,1,4,251,7,1,1,0,1,0.081,10
0,40,2,2,1,184,3,1,1,1,1,0.058,4
0,56,2,1,1,125,3,1,2,0,1,0.081,9
1,34,3,1,1,142,4,1,1,0,0,0.136,7
1,57,2,1,2,157,5,2,2,0,1,0.193,10
0,39,1,3,1,197,0,2,3,0,1,0.159,10
0,64,1,1,1,132,2,1,1,0,1,0.178,4
0,28,1,2,5,215,5,2,3,1,0,0.19,3
1,41,2,3,3,205,3,1,2,0,1,0.128,10
0,44,1,1,4,281,2,1,1,0,1,0.133,1
0,46,1,1,1,227,4,2,3,1,0,0.135,1
0,47,1,2,1,232,4,3,1,0,0,0.018,6
0,20,2,1,2,121,3,1,1,0,0,0.004,5
1,26,2,1,1,217,3,1,1,1,0,0.139,5
1,44,1,1,3,87,5,2,3,1,1,0.023,5
1,37,1,3,2,283,2,1,4,0,1,0.159,2
0,26,2,1,1,240,4,2,4,0,1,0.16,4
0,48,2,1,5,235,2,3,3,0,0,0.035,2
0,52,1,1,1,152,2,1,3,0,1,0.071,6
0,69,1,2,4,279,2,3,4,1,0,0.083,6
0,30,2,1,1,87,3,3,2,0,0,0.123,10
0,38,1,1,1,229,6,2,2,0,1,0.004,5
0,31,2,1,1,226,2,1,3,0,1,0.043,5
0,49,2,1,4,72,7,1,4,0,1,0.199,8
0,31,1,1,1,45,4,2,1,1,0,0.184,8
1,35,1,1,3,196,7,2,1,0,1,0.096,8
1,19,1,1,3,133,3,1,4,0,0,0.069,6
0,59,2,1,1,247,3,3,1,0,1,0.138,2
0,56,1,3,4,147,3,3,3,0,1,0.04,2
0,53,1,1,4,137,2,2,1,0,1,0.14,9
0,66,1,1,1,235,3,3,3,0,0,0.183,1
1,32,2,1,1,138,3,3,2,1,0,0.1,3
1,28,3,1,1,138,2,1,1,0,0,0.17,6
1,70,2,1,2,206,9,1,4,1,1,0.189,7
1,23,1,1,1,185,4,1,4,1,1,0.022,2
1,31,2,1,4,144,3,1,4,0,0,0.058,6
1,55,2,1,4,209,5,2,1,1,1,0.161,9
0,19,2,1,1,246,3,2,1,0,1,0.167,9
0,23,1,2,4,186,4,1,2,0,1,0.069,1
0,62,1,1,4,296,8,3,3,0,1,0.044,4
0,38,2,1,2,192,5,3,4,0,0,0.154,1
0,41,2,1,1,67,3,3,1,0,1,0.15,3
0,57,2,2,3,305,4,1,3,0,1,0.092,4
0,50,1,2,3,149,6,1,4,0,1,0.049,3
0,47,2,1,1,149,4,2,2,0,1,0.13,4
0,62,2,2,1,115,6,1,1,0,1,0.121,7
1,33,2,3,4,174,6,2,1,0,1,0.043,6
0,62,1,1,2,154,4,2,1,0,1,0.178,4
0,64,2,3,3,163,7,3,4,0,1,0.092,2
0,66,3,3,4,138,2,3,1,0,1,0.137,1
0,60,2,1,1,129,3,3,3,0,1,0.023,4
0,46,1,2,3,224,1,2,1,0,0,0.099,1
0,42,2,1,1,218,4,2,3,1,0,0.092,2
1,26,2,2,1,242,5,1,2,0,0,0.199,5
0,51,2,1,1,159,2,3,1,0,1,0.057,5
0,54,2,1,1,159,8,2,2,1,1,0.067,1
1,57,2,1,4,202,2,1,4,0,1,0.11,9
0,63,1,2,2,261,5,3,1,0,1,0.165,3
0,41,1,2,2,235,3,1,1,1,1,0.116,1
1,68,2,3,2,137,6,3,1,1,0,0.059,1
0,36,2,1,4,86,1,3,1,0,1,0.001,2
0,30,1,1,5,82,6,1,1,1,1,0.099,4
0,31,1,1,5,113,2,2,1,1,1,0.049,1
0,37,2,2,1,214,2,2,3,0,0,0.194,9
1,47,2,1,1,189,1,1,4,0,1,0.116,5
0,29,1,1,2,226,6,1,1,0,1,0.045,3
1,53,1,2,2,162,5,1,4,1,0,0.069,9
0,60,1,1,1,108,5,1,4,0,1,0.197,2
0,26,1,1,1,161,2,3,3,0,1,0.135,5
0,30,1,3,1,33,2,1,1,0,0,0.02,1
1,23,2,1,1,210,4,1,1,0,1,0.163,8
0,54,2,2,1,190,0,2,1,0,0,0.072,2
1,33,1,1,1,160,2,1,1,0,1,0.142,9
0,32,1,2,1,235,1,1,1,1,0,0.065,3
1,60,1,1,3,151,4,2,2,1,0,0.12,5
0,34,1,1,1,181,4,2,2,0,0,0.159,8
1,51,1,1,1,149,7,1,1,1,0,0.115,10
0,30,2,1,1,165,5,2,1,0,0,0.002,1
1,47,1,1,2,316,6,1,1,0,1,0.05,7
0,35,2,1,1,184,2,1,3,0,1,0.024,8
1,30,2,1,3,178,2,2,1,0,1,0.179,8
0,28,2,2,1,161,5,1,3,0,1,0.127,3
1,30,2,1,1,186,6,1,4,0,1,0.06,5
1,44,2,2,1,224,3,3,3,0,1,0.158,7
0,28,2,1,1,236,10,2,2,0,1,0.109,2
0,57,1,1,5,106,5,3,2,0,1,0.172,1
0,53,1,1,4,209,3,2,2,0,1,0.119,10
1,51,1,1,1,247,3,2,4,0,1,0.025,8
0,20,2,1,1,232,9,3,1,1,1,0.114,3
0,34,1,2,1,198,5,1,1,0,1,0.166,8
0,51,2,3,4,156,2,1,1,0,0,0.061,8
0,37,2,1,1,175,7,3,4,1,0,0.008,4
1,31,2,2,1,195,4,1,2,0,1,0.145,9
1,46,2,1,1,169,1,2,2,0,0,0.156,5
1,51,3,1,1,127,6,2,4,1,1,0.03,9
0,45,2,1,1,235,7,2,2,1,0,0.127,4
0,69,2,1,1,273,4,1,3,0,1,0.103,4
0,26,2,1,1,167,4,2,2,1,0,0.125,9
0,54,2,1,1,209,3,2,1,1,1,0.085,10
0,32,2,1,2,147,3,2,4,0,0,0.175,2
1,51,2,1,1,166,7,3,1,0,1,0.151,10
0,64,1,2,1,42,4,2,3,0,1,0.009,5
0,41,2,1,1,175,5,2,1,0,0,0.066,1
0,62,2,1,1,110,4,3,4,0,1,0.087,3
0,25,1,2,3,202,5,2,4,1,1,0.023,2
0,56,2,2,3,199,5,2,1,0,0,0.182,3
0,34,2,2,1,121,5,1,1,0,0,0.149,2
