age,annual_income,employment_length,home_ownership,loan_amount,interest_rate,purpose,credit_score,default_1yr
48.0,66952.0,5–10 years,Rent,9090.0,10.07,Debt consolidation,769.0,0
47.0,61588.0,3–5 years,Rent,16233.0,8.0,Home improvement,723.0,0
-,58618.0,-,Rent,10848.0,13.06,Education,729.0,0
22.0,85735.0,1–3 years,Other,11752.0,12.9,Debt consolidation,744.0,0
23.0,-,<1 year,Mortgage,14337.0,16.15,Debt consolidation,707.0,1
29.0,37173.0,5–10 years,Rent,5381.0,14.53,Debt consolidation,764.0,0
69.0,81788.0,1–3 years,Rent,18851.0,9.87,Debt consolidation,739.0,0
-,36292.0,3–5 years,Rent,12313.0,11.05,Debt consolidation,728.0,0
24.0,78443.0,1–3 years,Rent,14628.0,11.62,Home improvement,700.0,0
34.0,56486.0,5–10 years,Mortgage,16040.0,14.61,Debt consolidation,717.0,0
29.0,36092.0,10+ years,Rent,19719.0,11.51,Vacation,762.0,0
69.0,27721.0,5–10 years,Rent,10193.0,15.05,Vacation,-,0
62.0,44823.0,1–3 years,Own,15705.0,15.17,Debt consolidation,-,0
41.0,30245.0,1–3 years,Mortgage,20747.0,12.6,Debt consolidation,-,0
28.0,55989.0,-,Own,14723.0,6.49,Vacation,740.0,0
68.0,88958.0,10+ years,Mortgage,22842.0,14.27,Education,777.0,1
50.0,92709.0,5–10 years,Rent,13025.0,11.32,Education,600.0,0
34.0,31221.0,5–10 years,Rent,14364.0,16.69,Home improvement,695.0,0
-,67660.0,10+ years,Rent,10471.0,17.71,-,688.0,0
68.0,79640.0,1–3 years,Own,11396.0,19.85,Vacation,615.0,0
34.0,27876.0,10+ years,Own,18905.0,12.55,Vacation,743.0,0
45.0,81839.0,1–3 years,Rent,21360.0,11.72,Car,650.0,1
73.0,84349.0,<1 year,Mortgage,11797.0,12.62,Education,749.0,0
58.0,64199.0,10+ years,Mortgage,16236.0,13.82,Home improvement,700.0,0
30.0,46851.0,<1 year,Own,17966.0,9.49,Home improvement,650.0,0
29.0,63831.0,3–5 years,Rent,17348.0,8.43,Car,728.0,0
34.0,76332.0,5–10 years,Rent,11710.0,8.2,-,-,0
64.0,45020.0,3–5 years,Own,8999.0,13.37,Debt consolidation,736.0,0
66.0,79322.0,3–5 years,Mortgage,11763.0,9.12,Vacation,732.0,0
63.0,65413.0,3–5 years,Rent,12324.0,17.02,Debt consolidation,680.0,0
61.0,61211.0,3–5 years,-,16429.0,8.41,Debt consolidation,666.0,0
44.0,-,<1 year,Other,14445.0,12.18,Home improvement,634.0,0
21.0,-,-,Rent,21718.0,13.44,Home improvement,796.0,0
52.0,77686.0,<1 year,Mortgage,9825.0,11.94,Debt consolidation,849.0,0
67.0,49088.0,1–3 years,Other,13409.0,9.12,Car,805.0,0
24.0,63855.0,5–10 years,Rent,11852.0,16.36,Vacation,703.0,0
33.0,36306.0,1–3 years,Mortgage,19645.0,9.63,Other,689.0,1
67.0,33314.0,3–5 years,Mortgage,14592.0,9.48,Car,770.0,0
57.0,50000000.0,10+ years,Own,15612.0,14.29,Car,-,0
34.0,30012.0,5–10 years,Rent,12595.0,9.26,Debt consolidation,643.0,0
30.0,30632.0,3–5 years,Mortgage,20121.0,13.69,Vacation,765.0,0
72.0,96549.0,3–5 years,Own,11825.0,13.39,Debt consolidation,733.0,0
45.0,15000.0,3–5 years,Rent,20851.0,10.79,Debt consolidation,647.0,0
63.0,94481.0,5–10 years,Own,5060.0,10.67,Car,-,0
70.0,68953.0,5–10 years,Own,7683.0,14.83,Home improvement,748.0,0
48.0,52837.0,-,Rent,12127.0,9.94,Car,755.0,0
68.0,77726.0,3–5 years,Mortgage,21966.0,11.08,Debt consolidation,698.0,0
65.0,86367.0,-,Rent,14131.0,8.89,Debt consolidation,687.0,0
46.0,39928.0,5–10 years,Own,13104.0,15.65,-,694.0,0
60.0,110762.0,3–5 years,Rent,16176.0,8.47,Debt consolidation,696.0,0
-,-,3–5 years,Mortgage,10425.0,12.74,Other,705.0,0
48.0,59112.0,3–5 years,Mortgage,14851.0,17.06,Vacation,668.0,0
48.0,45345.0,5–10 years,Rent,4535.0,11.57,Other,793.0,0
68.0,96507.0,3–5 years,Mortgage,16991.0,12.45,Home improvement,769.0,0
64.0,85334.0,5–10 years,Rent,26933.0,12.97,Vacation,699.0,0
73.0,55655.0,<1 year,Mortgage,15022.0,12.51,Car,729.0,0
72.0,46683.0,5–10 years,Rent,18125.0,11.95,Car,728.0,0
37.0,64814.0,1–3 years,Other,18091.0,15.71,Debt consolidation,641.0,0
70.0,96683.0,10+ years,Own,6394.0,11.97,Home improvement,-,0
-,40322.0,10+ years,Rent,16583.0,12.97,Debt consolidation,707.0,0
35.0,85928.0,-,Own,20596.0,14.56,Home improvement,678.0,0
71.0,57287.0,3–5 years,Rent,15073.0,9.9,Debt consolidation,659.0,0
69.0,19435.0,5–10 years,-,14709.0,15.58,Debt consolidation,719.0,0
63.0,75160.0,-,Own,20613.0,13.1,Home improvement,603.0,0
29.0,-,5–10 years,Mortgage,6539.0,6.53,Education,738.0,0
58.0,71621.0,10+ years,Own,19994.0,17.32,Debt consolidation,777.0,0
48.0,-,1–3 years,Own,8281.0,6.6,Debt consolidation,677.0,0
52.0,99010.0,5–10 years,Rent,19332.0,10.05,-,694.0,0
63.0,52720.0,-,Mortgage,13013.0,14.45,Debt consolidation,640.0,0
62.0,59361.0,3–5 years,Rent,23384.0,13.9,Other,780.0,0
71.0,-,3–5 years,Own,17274.0,8.81,Debt consolidation,668.0,0
64.0,57386.0,10+ years,Rent,23353.0,9.51,Debt consolidation,743.0,0
70.0,47189.0,10+ years,Other,6593.0,12.19,Education,665.0,0
67.0,57138.0,1–3 years,Rent,12961.0,12.61,Car,726.0,0
68.0,47105.0,5–10 years,Rent,13227.0,12.98,Vacation,-,0
34.0,28620.0,<1 year,Other,20828.0,10.99,Debt consolidation,691.0,1
35.0,64525.0,3–5 years,Mortgage,9858.0,7.55,Car,700.0,0
58.0,78429.0,1–3 years,Rent,12311.0,14.11,Debt consolidation,669.0,0
54.0,37951.0,-,Other,8429.0,11.24,Debt consolidation,787.0,0
23.0,93020.0,1–3 years,-,16147.0,15.58,Education,-,0
26.0,57558.0,1–3 years,Own,10035.0,12.86,Home improvement,792.0,0
65.0,51251.0,1–3 years,Rent,23880.0,12.75,Debt consolidation,647.0,0
57.0,56623.0,5–10 years,Mortgage,13757.0,15.39,Debt consolidation,714.0,0
68.0,33949.0,3–5 years,Mortgage,13289.0,8.66,Vacation,697.0,0
39.0,67819.0,3–5 years,Mortgage,17621.0,5.09,Vacation,781.0,0
42.0,32746.0,5–10 years,Rent,5870.0,12.55,Debt consolidation,766.0,0
38.0,54040.0,-,Own,13340.0,11.0,Education,755.0,0
62.0,43121.0,3–5 years,Own,19377.0,15.52,Home improvement,689.0,0
35.0,18510.0,-,Rent,21443.0,9.06,Debt consolidation,712.0,0
-,81325.0,3–5 years,Mortgage,13735.0,13.1,Debt consolidation,727.0,0
29.0,67822.0,5–10 years,Rent,2050.0,15.22,Debt consolidation,717.0,0
47.0,95236.0,-,Own,10664.0,10.15,-,659.0,0
28.0,80717.0,3–5 years,Own,13657.0,11.87,Vacation,629.0,0
50.0,55643.0,3–5 years,Own,8879.0,9.58,Other,-,0
63.0,67693.0,5–10 years,Rent,21294.0,15.19,Home improvement,704.0,0
64.0,52398.0,10+ years,Other,22025.0,12.47,Home improvement,710.0,0
30.0,15000.0,-,Own,13206.0,14.8,Debt consolidation,740.0,0
53.0,55583.0,5–10 years,Rent,24197.0,7.43,Car,-,0
54.0,-,10+ years,Mortgage,12396.0,11.94,Debt consolidation,693.0,0
46.0,50000000.0,<1 year,Own,12023.0,14.49,Debt consolidation,780.0,0
68.0,70257.0,3–5 years,Rent,13913.0,10.88,Car,738.0,0
50.0,60497.0,-,Rent,18528.0,11.28,Car,755.0,0
38.0,57319.0,-,Own,14240.0,11.67,Other,784.0,0
47.0,56213.0,5–10 years,Rent,24752.0,8.66,Debt consolidation,643.0,0
33.0,76399.0,3–5 years,Mortgage,12751.0,12.59,Other,-,0
56.0,89080.0,5–10 years,Rent,12763.0,11.25,Debt consolidation,642.0,0
60.0,78570.0,<1 year,Own,16894.0,15.41,Home improvement,669.0,1
35.0,29623.0,-,Mortgage,11848.0,8.53,Debt consolidation,769.0,0
41.0,69292.0,10+ years,Mortgage,14300.0,12.73,Vacation,698.0,0
31.0,62978.0,<1 year,Rent,20618.0,17.93,Debt consolidation,708.0,0
64.0,71353.0,3–5 years,Mortgage,2247.0,16.31,Debt consolidation,786.0,0
55.0,51854.0,1–3 years,Rent,10782.0,9.42,Education,762.0,0
37.0,61068.0,1–3 years,Own,14059.0,7.2,Car,789.0,0
59.0,63471.0,10+ years,Own,22937.0,16.55,Car,716.0,0
68.0,16060.0,3–5 years,Mortgage,12499.0,14.2,Debt consolidation,601.0,0
65.0,47306.0,1–3 years,Other,12094.0,10.14,Debt consolidation,709.0,0
74.0,29413.0,3–5 years,Own,20997.0,13.24,Debt consolidation,761.0,0
64.0,68389.0,-,Rent,19860.0,14.05,Car,721.0,0
30.0,71847.0,1–3 years,Rent,12539.0,12.92,Debt consolidation,731.0,0
34.0,42412.0,3–5 years,Mortgage,9924.0,14.93,Car,740.0,0
24.0,69195.0,<1 year,Rent,25335.0,13.47,Other,683.0,0
57.0,70953.0,1–3 years,Own,20730.0,9.95,Car,723.0,0
57.0,78542.0,<1 year,Own,19951.0,11.36,Debt consolidation,696.0,0
66.0,51660.0,5–10 years,Rent,9560.0,9.13,Debt consolidation,617.0,0
30.0,61495.0,3–5 years,Own,6520.0,12.54,Home improvement,760.0,0
42.0,64371.0,3–5 years,Rent,13801.0,14.29,Vacation,729.0,0
26.0,93223.0,10+ years,Rent,14640.0,9.75,Car,748.0,0
23.0,50000000.0,3–5 years,Own,17692.0,14.64,Home improvement,749.0,0
25.0,-,3–5 years,Rent,14300.0,12.75,-,689.0,1
-,46877.0,10+ years,Rent,6527.0,17.47,Debt consolidation,648.0,0
45.0,26813.0,<1 year,Rent,18179.0,12.15,Debt consolidation,706.0,0
47.0,63495.0,10+ years,-,4306.0,10.17,Home improvement,629.0,0
49.0,65628.0,1–3 years,Other,15771.0,14.41,Car,758.0,0
40.0,72628.0,<1 year,Own,14572.0,10.18,Debt consolidation,730.0,1
40.0,-,1–3 years,Own,22720.0,10.63,Car,-,0
49.0,65416.0,1–3 years,Other,17429.0,12.0,Debt consolidation,710.0,0
28.0,43449.0,5–10 years,Own,12192.0,12.37,Car,708.0,0
31.0,73597.0,5–10 years,Own,22083.0,8.67,Debt consolidation,656.0,0
63.0,85879.0,5–10 years,Rent,15540.0,14.46,Car,759.0,0
28.0,-,10+ years,Own,1000.0,10.63,Debt consolidation,686.0,0
72.0,63828.0,5–10 years,Own,10171.0,11.94,Home improvement,754.0,0
59.0,59899.0,1–3 years,Rent,16336.0,14.21,Education,694.0,0
22.0,51261.0,10+ years,Other,19126.0,8.27,Debt consolidation,706.0,0
33.0,45002.0,3–5 years,Rent,17307.0,14.14,Other,726.0,0
46.0,51115.0,-,Mortgage,16524.0,8.33,Debt consolidation,699.0,0
54.0,37576.0,1–3 years,Own,5232.0,7.32,Debt consolidation,682.0,0
49.0,65812.0,5–10 years,Rent,22410.0,11.77,Debt consolidation,763.0,0
40.0,80827.0,3–5 years,Own,18289.0,9.39,Vacation,690.0,0
49.0,58099.0,10+ years,Other,18898.0,10.72,Debt consolidation,717.0,0
74.0,36034.0,10+ years,Rent,20994.0,12.74,Car,718.0,0
47.0,79996.0,3–5 years,Rent,12131.0,12.11,Debt consolidation,-,0
65.0,39641.0,5–10 years,-,18607.0,13.95,Home improvement,597.0,0
43.0,42083.0,3–5 years,Rent,16981.0,12.77,Home improvement,659.0,0
30.0,49127.0,3–5 years,Own,12595.0,10.25,Car,620.0,0
70.0,68878.0,5–10 years,Rent,27156.0,14.37,Home improvement,739.0,0
45.0,91490.0,3–5 years,Rent,10968.0,14.87,Debt consolidation,718.0,0
60.0,29288.0,5–10 years,Mortgage,17926.0,11.36,Home improvement,720.0,0
22.0,78020.0,5–10 years,Rent,24773.0,15.37,Debt consolidation,738.0,0
49.0,65442.0,1–3 years,Rent,14654.0,6.34,Education,749.0,0
-,43677.0,10+ years,Rent,14531.0,9.97,Debt consolidation,728.0,0
74.0,68080.0,5–10 years,Own,10492.0,14.16,Education,632.0,0
64.0,67761.0,-,Rent,12181.0,10.62,Debt consolidation,708.0,0
67.0,98494.0,1–3 years,Rent,15665.0,13.04,Debt consolidation,791.0,0
21.0,16797.0,3–5 years,Own,21348.0,11.83,Debt consolidation,751.0,0
43.0,26556.0,1–3 years,Rent,14192.0,9.97,Education,715.0,0
26.0,90859.0,<1 year,Rent,11600.0,9.7,Vacation,-,0
37.0,31230.0,3–5 years,Rent,14913.0,12.38,Home improvement,785.0,0
41.0,52836.0,<1 year,Rent,16980.0,11.2,Debt consolidation,678.0,0
56.0,34017.0,-,Rent,18992.0,10.75,Home improvement,746.0,0
27.0,55915.0,3–5 years,Rent,14557.0,12.06,Debt consolidation,656.0,0
60.0,73765.0,1–3 years,Mortgage,15416.0,9.18,Debt consolidation,735.0,0
40.0,95935.0,5–10 years,Own,15706.0,9.25,Education,659.0,0
68.0,70417.0,5–10 years,Rent,22231.0,8.98,Car,-,0
41.0,66831.0,-,Own,15852.0,15.25,Debt consolidation,697.0,0
57.0,84277.0,3–5 years,Other,12232.0,13.83,Vacation,596.0,0
49.0,86154.0,-,Own,15546.0,12.98,Car,670.0,0
29.0,68169.0,5–10 years,Mortgage,14625.0,18.03,Car,643.0,0
49.0,82800.0,3–5 years,Own,18240.0,13.06,Vacation,646.0,1
27.0,50771.0,-,Own,12685.0,8.12,Debt consolidation,693.0,0
63.0,50088.0,1–3 years,Rent,17879.0,10.32,Debt consolidation,693.0,0
60.0,61196.0,5–10 years,Own,15076.0,10.84,Home improvement,719.0,0
59.0,65587.0,5–10 years,Own,12556.0,11.42,Debt consolidation,690.0,0
64.0,78244.0,3–5 years,Own,24310.0,13.91,Car,711.0,0
49.0,80830.0,<1 year,Mortgage,12965.0,8.44,Debt consolidation,732.0,0
62.0,38817.0,1–3 years,Mortgage,23976.0,12.42,Education,658.0,0
66.0,51673.0,5–10 years,Other,17198.0,13.78,Debt consolidation,763.0,0
70.0,62386.0,3–5 years,Mortgage,5484.0,10.22,Vacation,737.0,0
50.0,41181.0,3–5 years,Own,17942.0,13.54,Car,-,0
-,76371.0,3–5 years,Mortgage,10749.0,8.42,Home improvement,733.0,0
55.0,65992.0,1–3 years,Rent,12496.0,11.13,Car,683.0,0
35.0,73979.0,1–3 years,Rent,13327.0,14.35,Home improvement,-,0
21.0,-,3–5 years,Other,14343.0,11.35,Debt consolidation,692.0,0
64.0,53076.0,3–5 years,Mortgage,9902.0,10.65,Debt consolidation,790.0,0
42.0,68832.0,-,Rent,15274.0,13.24,Education,752.0,0
57.0,50701.0,<1 year,Rent,15979.0,11.91,Home improvement,771.0,0
28.0,40408.0,5–10 years,Mortgage,6338.0,16.81,Home improvement,786.0,0
26.0,54081.0,5–10 years,Own,8350.0,11.61,Debt consolidation,662.0,0
74.0,64436.0,1–3 years,Rent,10173.0,14.02,Car,678.0,0
56.0,59628.0,5–10 years,Own,13158.0,12.49,Car,656.0,0
60.0,85615.0,3–5 years,Own,15477.0,10.07,Debt consolidation,633.0,0
44.0,62082.0,10+ years,Rent,8671.0,11.49,Debt consolidation,645.0,0
32.0,80447.0,1–3 years,Rent,13614.0,8.65,Debt consolidation,658.0,0
66.0,60215.0,5–10 years,Rent,10521.0,13.73,Debt consolidation,-,0
55.0,90248.0,10+ years,Rent,15227.0,11.65,Home improvement,716.0,0
56.0,36642.0,10+ years,Mortgage,9279.0,10.65,Home improvement,-,0
36.0,68826.0,5–10 years,Own,15807.0,14.52,Debt consolidation,711.0,0
65.0,86964.0,1–3 years,Rent,18186.0,15.02,Debt consolidation,726.0,0
49.0,34259.0,10+ years,Own,25131.0,12.2,Debt consolidation,721.0,0
51.0,36514.0,1–3 years,-,10849.0,15.27,Debt consolidation,-,0
62.0,32346.0,<1 year,Own,20164.0,9.72,Home improvement,797.0,0
53.0,73448.0,1–3 years,Rent,13742.0,16.34,Other,596.0,0
54.0,-,1–3 years,Mortgage,19608.0,11.47,Debt consolidation,697.0,0
51.0,105955.0,3–5 years,Mortgage,8889.0,15.86,Other,720.0,0
57.0,53773.0,<1 year,-,8955.0,18.62,Education,709.0,0
46.0,17634.0,10+ years,-,10452.0,12.83,Debt consolidation,756.0,0
38.0,92665.0,-,Own,22509.0,9.75,Home improvement,644.0,0
31.0,70500.0,3–5 years,Rent,17295.0,11.5,Debt consolidation,715.0,0
74.0,58018.0,3–5 years,Rent,18934.0,8.89,Education,664.0,0
54.0,58862.0,3–5 years,Own,22757.0,9.73,Debt consolidation,714.0,0
44.0,42823.0,5–10 years,Mortgage,16169.0,12.5,Vacation,653.0,0
71.0,53417.0,3–5 years,Own,11882.0,8.24,Vacation,688.0,0
59.0,55960.0,-,Mortgage,14210.0,11.2,Home improvement,674.0,0
24.0,29699.0,1–3 years,Rent,19528.0,10.46,Car,729.0,0
46.0,34955.0,3–5 years,Own,7740.0,12.12,Debt consolidation,603.0,0
47.0,54295.0,1–3 years,Rent,9200.0,11.08,Debt consolidation,705.0,0
60.0,-,3–5 years,Mortgage,15353.0,17.28,Debt consolidation,696.0,0
58.0,39092.0,5–10 years,Mortgage,16265.0,12.4,Home improvement,678.0,0
44.0,82326.0,5–10 years,Mortgage,12659.0,5.58,Debt consolidation,635.0,0
33.0,-,5–10 years,Rent,20494.0,10.21,Debt consolidation,722.0,0
65.0,65179.0,1–3 years,Own,24329.0,9.48,Home improvement,718.0,0
23.0,61272.0,<1 year,Rent,9276.0,14.54,Debt consolidation,653.0,0
34.0,39445.0,5–10 years,Own,14915.0,11.19,Debt consolidation,696.0,0
26.0,46157.0,5–10 years,Own,21398.0,9.25,Debt consolidation,690.0,0
29.0,105241.0,10+ years,Rent,13898.0,16.18,Car,649.0,0
43.0,78616.0,10+ years,Own,8503.0,13.37,Home improvement,753.0,0
71.0,50000000.0,5–10 years,Rent,15745.0,14.56,Car,673.0,0
50.0,33812.0,3–5 years,Mortgage,10872.0,12.19,Debt consolidation,589.0,0
58.0,32702.0,1–3 years,Mortgage,20055.0,9.42,Debt consolidation,691.0,0
37.0,76647.0,1–3 years,Rent,16587.0,12.49,Education,687.0,0
43.0,60892.0,3–5 years,Rent,15820.0,9.49,-,708.0,0
49.0,46055.0,5–10 years,Own,7979.0,13.52,Debt consolidation,757.0,0
56.0,73269.0,10+ years,Own,14300.0,11.24,Other,-,0
64.0,65416.0,10+ years,Mortgage,16824.0,11.06,Education,721.0,0
21.0,109852.0,3–5 years,Own,6520.0,12.36,Home improvement,691.0,0
73.0,-,3–5 years,Rent,10053.0,8.16,Vacation,762.0,0
72.0,94078.0,3–5 years,Rent,11311.0,11.07,Debt consolidation,729.0,0
54.0,52843.0,3–5 years,Rent,13351.0,11.14,Debt consolidation,674.0,0
26.0,86531.0,5–10 years,Own,15889.0,9.03,Debt consolidation,757.0,0
64.0,19980.0,3–5 years,Own,8376.0,10.59,Home improvement,662.0,0
46.0,51693.0,3–5 years,Rent,18841.0,17.51,Home improvement,696.0,0
23.0,44997.0,5–10 years,Rent,10112.0,18.97,Home improvement,761.0,0
68.0,69274.0,3–5 years,Rent,20232.0,19.01,Education,686.0,0
25.0,64757.0,3–5 years,Rent,18157.0,14.22,Debt consolidation,779.0,0
73.0,74482.0,3–5 years,Own,11409.0,12.9,Home improvement,779.0,0
54.0,43790.0,<1 year,Rent,19378.0,9.06,Home improvement,745.0,0
52.0,50040.0,3–5 years,Rent,12963.0,10.33,Home improvement,628.0,0
52.0,64864.0,5–10 years,Other,16595.0,6.63,Other,-,0
60.0,-,-,Rent,15859.0,8.41,Education,756.0,0
54.0,63252.0,1–3 years,Other,12390.0,11.84,Education,603.0,1
35.0,95058.0,1–3 years,Own,13752.0,9.81,Home improvement,711.0,0
42.0,75313.0,1–3 years,Rent,17152.0,7.59,Car,770.0,0
32.0,51535.0,3–5 years,Mortgage,12933.0,13.48,Debt consolidation,733.0,0
66.0,60489.0,3–5 years,Own,15657.0,12.88,Vacation,702.0,0
63.0,49517.0,<1 year,Own,16233.0,8.8,Home improvement,609.0,0
68.0,77587.0,1–3 years,Mortgage,13531.0,14.11,Education,712.0,0
71.0,42381.0,1–3 years,-,13223.0,12.23,Other,738.0,0
40.0,76483.0,-,Mortgage,13415.0,15.34,Vacation,744.0,0
45.0,35250.0,5–10 years,Rent,16551.0,13.92,Car,637.0,0
30.0,64449.0,10+ years,Mortgage,15313.0,14.13,Home improvement,727.0,0
51.0,48409.0,3–5 years,Rent,21715.0,9.67,Debt consolidation,766.0,0
46.0,70222.0,1–3 years,Mortgage,23248.0,6.91,Debt consolidation,-,0
29.0,74581.0,<1 year,Rent,14768.0,7.63,-,637.0,0
30.0,43249.0,10+ years,Mortgage,19217.0,17.86,Car,-,0
52.0,33249.0,3–5 years,Rent,16280.0,11.4,Debt consolidation,670.0,0
71.0,72834.0,1–3 years,Own,16209.0,14.57,Debt consolidation,681.0,0
39.0,53076.0,5–10 years,Mortgage,17621.0,11.1,Debt consolidation,779.0,0
49.0,74205.0,<1 year,Rent,14490.0,7.04,Home improvement,-,0
70.0,56434.0,5–10 years,Own,16693.0,14.65,Debt consolidation,651.0,0
53.0,41408.0,1–3 years,Rent,9501.0,14.43,Home improvement,673.0,0
35.0,-,<1 year,Rent,17258.0,11.82,Education,744.0,0
69.0,42959.0,5–10 years,Mortgage,15037.0,16.85,Car,719.0,0
31.0,76187.0,3–5 years,Own,25231.0,10.47,Home improvement,685.0,0
52.0,50000000.0,1–3 years,Own,23920.0,12.86,Debt consolidation,743.0,0
22.0,51236.0,10+ years,Rent,16142.0,9.24,Education,703.0,0
65.0,53556.0,5–10 years,Own,11924.0,10.13,Debt consolidation,669.0,0
69.0,76484.0,1–3 years,-,17071.0,11.49,Other,-,0
62.0,75136.0,10+ years,Rent,19049.0,12.07,Home improvement,811.0,0
44.0,57922.0,-,Rent,13583.0,14.46,Vacation,721.0,0
53.0,76871.0,-,Rent,20288.0,13.37,Home improvement,641.0,0
26.0,44938.0,10+ years,Rent,8183.0,9.92,Vacation,724.0,0
32.0,69588.0,10+ years,Mortgage,13700.0,10.18,Debt consolidation,675.0,0
43.0,-,3–5 years,Mortgage,3825.0,12.23,Vacation,733.0,0
59.0,50925.0,3–5 years,Rent,12480.0,15.43,Vacation,680.0,0
25.0,86104.0,3–5 years,Own,18415.0,17.78,-,760.0,0
63.0,64878.0,3–5 years,Own,23451.0,14.1,Car,713.0,0
57.0,47559.0,3–5 years,Own,12870.0,14.26,Debt consolidation,591.0,0
40.0,38584.0,5–10 years,-,11979.0,13.37,Debt consolidation,738.0,0
38.0,87631.0,5–10 years,-,14675.0,14.0,Debt consolidation,690.0,0
34.0,31004.0,1–3 years,Mortgage,24619.0,7.72,Education,667.0,0
30.0,45665.0,<1 year,Mortgage,10221.0,9.02,Vacation,781.0,0
42.0,58191.0,5–10 years,-,7123.0,15.4,Car,635.0,0
56.0,81186.0,3–5 years,Rent,12896.0,8.36,Debt consolidation,642.0,0
68.0,42721.0,3–5 years,Rent,15103.0,9.79,Debt consolidation,654.0,0
65.0,57665.0,<1 year,Own,13255.0,9.65,Home improvement,792.0,0
42.0,50000000.0,3–5 years,Rent,17610.0,8.75,Debt consolidation,650.0,0
21.0,28057.0,5–10 years,Own,20926.0,13.3,Other,-,0
48.0,50000000.0,1–3 years,Other,16511.0,14.88,Debt consolidation,706.0,0
64.0,73211.0,3–5 years,Own,20732.0,12.71,Education,743.0,0
67.0,76970.0,1–3 years,Rent,15378.0,11.16,Vacation,-,0
38.0,52590.0,5–10 years,-,14289.0,10.79,Vacation,639.0,0
32.0,51348.0,10+ years,Mortgage,9395.0,10.52,Debt consolidation,709.0,0
64.0,34283.0,1–3 years,Mortgage,17533.0,18.47,Debt consolidation,732.0,0
38.0,104329.0,10+ years,Rent,16320.0,14.25,Home improvement,701.0,0
23.0,44282.0,1–3 years,Rent,22273.0,14.47,Vacation,686.0,0
45.0,84097.0,5–10 years,Mortgage,1534.0,12.08,Car,695.0,0
53.0,42644.0,10+ years,Rent,15441.0,17.21,Home improvement,722.0,0
43.0,59590.0,<1 year,Own,12591.0,14.06,Education,735.0,0
42.0,37948.0,5–10 years,Rent,17742.0,9.31,Car,726.0,0
61.0,49198.0,1–3 years,Rent,10343.0,15.98,Debt consolidation,668.0,0
40.0,77725.0,10+ years,Mortgage,4366.0,13.5,Vacation,697.0,0
29.0,21078.0,1–3 years,Mortgage,11339.0,13.97,Home improvement,631.0,0
47.0,58253.0,5–10 years,Own,6790.0,11.26,Debt consolidation,790.0,0
62.0,61289.0,<1 year,Own,15848.0,13.72,Vacation,685.0,0
25.0,43135.0,3–5 years,Mortgage,16590.0,13.39,Other,742.0,0
68.0,60023.0,<1 year,Own,25295.0,12.02,Debt consolidation,662.0,0
69.0,67428.0,10+ years,Rent,13294.0,17.65,Education,-,0
49.0,44527.0,3–5 years,-,9494.0,7.87,Debt consolidation,-,0
52.0,90517.0,1–3 years,Own,9462.0,10.46,Car,737.0,0
52.0,104998.0,5–10 years,Rent,12256.0,20.51,Other,642.0,0
44.0,60894.0,1–3 years,Mortgage,14138.0,14.59,Debt consolidation,648.0,1
62.0,34871.0,3–5 years,Other,14556.0,15.28,Vacation,-,0
60.0,85718.0,<1 year,Own,20871.0,10.0,Home improvement,759.0,0
41.0,-,3–5 years,Rent,1000.0,11.24,Debt consolidation,698.0,0
32.0,40632.0,5–10 years,Rent,13140.0,7.69,Other,676.0,0
34.0,45204.0,3–5 years,Mortgage,17402.0,9.82,Debt consolidation,666.0,0
55.0,62354.0,5–10 years,Mortgage,8212.0,13.76,Vacation,633.0,0
70.0,59642.0,1–3 years,Own,24874.0,12.65,Home improvement,779.0,0
24.0,56116.0,3–5 years,Own,9715.0,16.17,Debt consolidation,751.0,0
41.0,62456.0,10+ years,Mortgage,10398.0,15.0,Car,726.0,0
38.0,30871.0,<1 year,Mortgage,16998.0,16.67,Education,711.0,0
69.0,86904.0,3–5 years,Own,16074.0,9.97,Education,664.0,0
63.0,54360.0,3–5 years,Own,25051.0,14.37,Car,668.0,1
36.0,34360.0,<1 year,-,18213.0,14.32,Car,763.0,0
28.0,82030.0,5–10 years,Own,26071.0,12.65,Home improvement,656.0,0
59.0,54654.0,<1 year,Own,10476.0,8.82,Other,713.0,0
65.0,60532.0,5–10 years,Own,10832.0,14.89,Education,696.0,0
42.0,62007.0,5–10 years,Mortgage,12464.0,8.63,Debt consolidation,749.0,0
73.0,42753.0,10+ years,Rent,16373.0,10.84,Debt consolidation,661.0,0
67.0,88085.0,10+ years,Rent,16961.0,13.37,Debt consolidation,664.0,0
38.0,87224.0,1–3 years,Own,13487.0,13.66,Debt consolidation,744.0,0
25.0,57876.0,5–10 years,-,13051.0,11.1,Debt consolidation,708.0,0
60.0,63343.0,5–10 years,Rent,14652.0,15.74,Home improvement,789.0,0
-,58138.0,-,Rent,15781.0,5.0,-,696.0,0
67.0,47647.0,3–5 years,-,13369.0,8.58,Debt consolidation,-,0
44.0,66255.0,5–10 years,Mortgage,22720.0,12.6,Debt consolidation,690.0,0
51.0,-,3–5 years,Own,25477.0,9.35,Car,621.0,0
30.0,38786.0,5–10 years,Rent,23250.0,13.66,Home improvement,641.0,0
72.0,81841.0,-,Mortgage,12168.0,14.06,Car,710.0,0
30.0,46581.0,1–3 years,Own,16263.0,12.53,Debt consolidation,761.0,0
24.0,69421.0,5–10 years,Own,23396.0,11.3,Debt consolidation,730.0,0
